prompt_id,question,domain,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label,type
q_099,How many individuals attended the final match of the 2018 FIFA World Cup?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,44.5,24.984995497297973,3.484183719760433,0.285476952791214,47.28321838378906,13,0.04724784567952156,1,numeric
q_100,Who was honored with the Nobel Prize for Physics in 2014?,STEM,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.1,1.7,76.6,34.03292523424926,3.1037016960414783,0.27736836671829224,43.510189056396484,11,0.06106165796518326,1,name
q_101,Who emerged as the winner of the Nobel Prize in Medicine in 2009?,Medicine & Health,False,False,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.30000000000000004,3.9,1.7,58.5,27.26627954085412,3.1414460711496517,0.2641712725162506,27.032958984375,11,0.070589579641819,0,name
q_102,Who garnered the Nobel Prize for Peace in 1982?,Humanities,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.45,0.9205976319760985,54.45,26.361856914868497,4.221928094859951,0.35866764187812805,45.64640808105469,19,0.04339449480175972,1,name
q_103,Who was granted the Nobel Prize for Literature in 1911?,Humanities,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.25,1.7853571071357126,30.75,32.34482184214345,2.3149798205049397,0.3044198155403137,36.24220657348633,8,0.10305269807577133,0,name
q_104,Who attained the Nobel Prize for Chemistry in 1956?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,46.9,28.04086303950005,4.321928094858508,0.4376378655433655,47.61054992675781,20,0.024873312562704086,1,name
q_105,Who was granted the Nobel Prize for Physics in 1951?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,41.3,25.694551951727043,3.7219280948657207,0.39260998368263245,51.661865234375,15,0.04946582019329071,1,name
q_106,Who achieved the Nobel Prize in Medicine for the year 1958?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,38.1,25.129464777428108,4.221928094859951,0.4242880940437317,53.34814453125,19,0.019689487293362617,1,name
q_107,Who was the Nobel Prize recipient for Chemistry in the year 1968?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.5,0.9219544457292888,32.75,18.93904696651867,3.9841837197546632,0.3783218264579773,48.488826751708984,17,0.02311060018837452,1,name
q_108,Who secured the Nobel Prize for Literature in 1995?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,33.6,26.112066176386733,3.1841837197633187,0.3619491159915924,44.474185943603516,11,0.06186097860336304,1,name
q_109,Who was granted the Nobel Prize for Physics in 1957?,STEM,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.7,1.4177446878757827,53.05,25.13259835353281,3.9841837197546632,0.4040740430355072,41.7618522644043,17,0.04362810403108597,1,name
q_110,Who was the Nobel Prize recipient for Literature in the year 1950?,Humanities,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.95,1.8834808201837365,24.75,26.694334604930688,2.6954618442238942,0.31192952394485474,33.45254898071289,10,0.08583573997020721,1,name
q_111,Who garnered the Nobel Prize for Medicine in 1938?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,30.8,27.36347931093559,3.521928094867164,0.3717941641807556,50.342994689941406,14,0.0459275096654892,1,name
q_112,Who secured the Nobel Prize for Peace in 1904?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.4974937185533099,39.45,18.49722952228252,3.9841837197546632,0.437772274017334,49.635643005371094,17,0.028711339458823204,1,name
q_113,Who secured the Nobel Prize for Chemistry in 1924?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,41.05,32.639661456577635,3.8219280948642798,0.41634732484817505,46.32253646850586,16,0.0452374704182148,1,name
q_114,Who was the laureate of the Nobel Prize for Economics in 1972?,Social Sciences,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.7,1.9000000000000001,23.55,25.14453220881232,2.721928094872935,0.3571913540363312,37.50226974487305,10,0.08886393159627914,1,name
q_115,Who was the Nobel Prize recipient for Peace in the year 1908?,Humanities,True,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.75,1.4097872179871684,50.2,25.037172364306638,4.221928094859951,0.395444393157959,45.179344177246094,19,0.027617352083325386,1,name
q_116,Who attained the Nobel Prize for Medicine in 1971?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,44.8,27.956394617332183,4.221928094859951,0.41255825757980347,49.90559387207031,19,0.02979058213531971,1,name
q_117,Who emerged as the winner of the Nobel Prize in Literature in 1943?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,30.35,19.280235994406294,2.7954618442224515,0.31087881326675415,50.52776336669922,11,0.08180871605873108,1,name
q_118,Who was the laureate of the Nobel Prize for Medicine in 1929?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,34.85,29.903636902557526,3.9841837197546632,0.4449540972709656,51.28828048706055,17,0.029903436079621315,1,name
q_119,Who secured the Nobel Prize for Peace in 2017?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,58.35,15.252130998650646,1.2917601481737602,0.06525201350450516,14.86596965789795,5,0.015169964171946049,0,name
q_120,Who was the laureate of the Nobel Prize for Peace in 1932?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,36.75,34.637948842274135,3.6414460711438803,0.4484877586364746,52.844581604003906,15,0.05688491463661194,1,name
q_121,Who secured the Nobel Prize for Economics in 1908?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.05,30.445812519950916,3.6414460711438803,0.3958800435066223,48.93566131591797,15,0.04472437500953674,1,name
q_122,Which individual received the Nobel Prize for Peace in 1997?,Humanities,True,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.65,1.4239030865898141,40.8,29.109448637856403,3.8841837197561055,0.49983304738998413,43.903411865234375,16,0.03360077738761902,1,name
q_123,Who was the laureate of the Nobel Prize for Literature in 1987?,Humanities,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,17.85,16.1625338360048,1.678897902978823,0.25118422508239746,56.30866622924805,6,0.16204512119293213,1,name
q_124,Who attained the Nobel Prize for Chemistry in 1964?,STEM,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.25,1.7853571071357126,29.5,20.058663963484708,2.557717469117164,0.33316558599472046,34.04151916503906,9,0.10041011869907379,0,name
q_125,Which individual received the Nobel Prize for Literature in 1989?,Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.55,1.8296174463531987,35.5,33.95364487061735,3.3037016960400356,0.39119163155555725,40.0419921875,12,0.06284613162279129,1,name
q_126,Who achieved the Nobel Prize in Physics for the year 1926?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760983,34.7,22.71585349486125,3.9841837197546632,0.4444865584373474,48.72740173339844,17,0.027869634330272675,1,name
q_127,Who was honored with the Nobel Prize for Medicine in 1980?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,21.965882636488796,1.678897902978823,0.19443067908287048,23.54253578186035,6,0.12738193571567535,1,name
q_128,Which individual received the Nobel Prize for Physics in 2005?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,27.85,19.113542319517855,2.801609497046043,0.2709938585758209,50.0911979675293,9,0.062353089451789856,1,name
q_129,Who was awarded the Nobel Prize in Medicine for the year 1983?,Medicine & Health,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.05,1.9615045245933032,42.4,29.778179930949438,2.8954618442210087,0.36033767461776733,32.54035186767578,12,0.10487048327922821,0,name
q_130,Who claimed the Nobel Prize for Economics in the year 2020?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,55.6,21.287085286623906,1.578389824717749,0.18788698315620422,53.61944580078125,4,0.07875452190637589,1,name
q_131,Who emerged as the winner of the Nobel Prize in Literature in 1906?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,17.9,8.932524839036274,2.457717469118607,0.2842264771461487,47.19199752807617,8,0.08102425187826157,1,name
q_132,Who was the laureate of the Nobel Prize for Literature in 1985?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,22.0,22.190087877248256,1.7709505944460127,0.2547263503074646,53.8439826965332,6,0.16784939169883728,1,name
q_133,Who emerged as the winner of the Nobel Prize in Literature in 1903?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,21.4,16.575282803017267,3.0016094970431575,0.3623461127281189,51.524681091308594,11,0.07282739132642746,1,name
q_134,Who achieved the Nobel Prize in Peace for the year 1963?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,45.95,23.329112713517418,3.9841837197546632,0.33552345633506775,50.93239974975586,17,0.04847804456949234,1,name
q_135,Who was awarded the Nobel Prize in Physics for the year 1932?,STEM,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.05,1.3219304066402284,44.7,28.460674623065422,4.021928094862837,0.3710304796695709,44.699859619140625,17,0.046090878546237946,1,name
q_136,Who claimed the Nobel Prize for Medicine in the year 1998?,Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.15,1.49248115565993,40.95,22.193411184403356,3.5037016960371496,0.345656156539917,37.69485092163086,14,0.06152503192424774,1,name
q_137,Who attained the Nobel Prize for Physics in 2001?,STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.6,1.8000000000000003,40.1,24.223748677692313,3.6841837197575473,0.3308197259902954,36.68460464477539,15,0.03861427679657936,1,name
q_138,Which individual received the Nobel Prize for Medicine in 1995?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28.15,21.633943237422063,3.1219280948686063,0.3778541088104248,34.71930694580078,13,0.08015639334917068,1,name
q_139,Who was awarded the Nobel Prize in Chemistry for the year 1956?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,40.1,28.37939393292253,4.221928094859951,0.4659113883972168,51.11150360107422,19,0.023276515305042267,1,name
q_140,Who garnered the Nobel Prize for Medicine in 2006?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,29.7,28.99499956889118,1.9166422780841108,0.20390264689922333,24.55957794189453,8,0.12382097542285919,1,name
q_141,Which individual received the Nobel Prize for Economics in 1923?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,20.9,13.064838307457157,3.6414460711438803,0.35389965772628784,50.41757583618164,15,0.03138811141252518,1,name
q_142,Who claimed the Nobel Prize for Chemistry in the year 1950?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,32.8,29.217460533044274,2.3192407046238643,0.24802498519420624,48.24738693237305,9,0.10711073875427246,1,name
q_143,Who won the Nobel Prize for Economics in 2022?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,50.75,26.701825780272028,3.784183719757547,0.38192492723464966,52.43769454956055,15,0.05125051736831665,1,name
q_144,Who was the Nobel Prize recipient for Medicine in the year 1994?,Medicine & Health,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.6,1.42828568570857,41.05,23.875667529935157,3.239353872148445,0.33712485432624817,47.23332595825195,13,0.0682339146733284,1,name
q_145,Who attained the Nobel Prize for Chemistry in 1979?,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.5,1.2041594578792296,34.5,21.705989956691678,3.9841837197546632,0.36901476979255676,44.74215316772461,17,0.024110253900289536,1,name
q_146,Who was granted the Nobel Prize for Chemistry in 1943?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,32.6,21.832086478392302,3.5037016960371496,0.3157047629356384,46.75821304321289,14,0.060068994760513306,1,name
q_147,Who achieved the Nobel Prize in Physics for the year 1950?,STEM,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.15,1.2757350822173075,42.1,28.439233463650176,3.6841837197575473,0.3820396661758423,43.77381896972656,15,0.0482381209731102,1,name
q_148,Who was granted the Nobel Prize for Peace in 2011?,Social Sciences,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.0,1.7320508075688772,57.25,27.797257058925798,4.221928094859951,0.42882561683654785,43.457393646240234,19,0.03540754318237305,1,name
q_149,Who won the Nobel Prize for Physics in 1936?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,27.25,21.203478488210372,3.8464393446479326,0.4045427441596985,45.38568115234375,16,0.040088579058647156,1,name
q_150,Who attained the Nobel Prize for Literature in 1974?,Humanities,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.25,0.8874119674649424,27.2,21.216974336601343,3.8841837197561055,0.4451987147331238,44.33766174316406,16,0.03373256325721741,1,name
q_151,Which individual received the Nobel Prize for Peace in 2009?,Humanities,False,False,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.09999999999999998,4.65,1.061838029079765,12.25,1.479019945774904,0.5689955935849532,0.0676986500620842,16.602046966552734,3,0.06938871741294861,0,name
q_152,Who was the laureate of the Nobel Prize for Physics in 2016?,STEM,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.0,1.8439088914585775,31.1,25.053742235442595,2.460964047430697,0.23486265540122986,32.05550765991211,9,0.07837064564228058,1,name
q_153,Who was awarded the Nobel Prize in Physics for the year 1980?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,47.15,21.82492840767181,4.221928094859951,0.4013180136680603,49.77538299560547,19,0.03019259124994278,1,name
q_154,Who was bestowed with the Nobel Prize for Medicine in the year 1967?,Medicine & Health,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.2,0.8717797887081346,43.05,27.246054760276763,3.9841837197546632,0.4283495843410492,48.63407897949219,17,0.038766033947467804,1,name
q_155,Who achieved the Nobel Prize in Peace for the year 2017?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,51.6,6.8949256703752795,0.5689955935849532,0.04379692301154137,13.117605209350586,3,0.007061946205794811,0,name
q_156,"In 2001, who was the recipient of the Nobel Prize in Peace?",Social Sciences,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.2,1.4696938456699067,61.85,34.00481583540778,3.541446071145323,0.36153098940849304,43.12797164916992,14,0.06976870447397232,1,name
q_157,Who was the laureate of the Nobel Prize for Economics in 1977?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,44.85,29.98878957210511,2.7841837197647616,0.323168009519577,50.40943908691406,10,0.09094751626253128,1,name
q_158,Who won the Nobel Prize for Physics in 1974?,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.9,1.57797338380595,34.6,20.5509123885048,3.8219280948642798,0.42419177293777466,41.96247482299805,16,0.04124562442302704,1,name
q_159,Who was awarded the Nobel Prize in Physics for the year 2003?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,42.95,25.38597053492342,3.7219280948657207,0.4203038811683655,48.234256744384766,15,0.04977279528975487,1,name
q_160,Who was honored with the Nobel Prize for Economics in 1947?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,39.65,32.455007317823856,3.8841837197561055,0.43935632705688477,48.166748046875,16,0.028404084965586662,1,name
q_161,Who was awarded the Nobel Prize in Literature for the year 2020?,Humanities,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.6,1.7435595774162693,30.9,22.511996801705525,2.7709505944402415,0.35505184531211853,30.92836570739746,10,0.10339341312646866,0,name
q_162,Who was bestowed with the Nobel Prize for Chemistry in the year 1949?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,36.8,29.73314648670739,3.6841837197575473,0.4067966043949127,49.022499084472656,15,0.04303764924407005,1,name
q_163,Who won the Nobel Prize for Literature in 1953?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,32.55,25.364295771812785,3.7219280948657207,0.4136066436767578,49.667198181152344,15,0.03799251839518547,1,name
q_164,Who achieved the Nobel Prize in Literature for the year 1959?,Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,27.95,22.872417887053388,2.658871848432376,0.3360505700111389,40.59874725341797,9,0.08057036995887756,1,name
q_165,Who claimed the Nobel Prize for Literature in the year 1988?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,35.7,24.562369592529137,3.4219280948686066,0.43396154046058655,47.01340866088867,13,0.06293439120054245,1,name
q_166,Who claimed the Nobel Prize for Physics in the year 1981?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,54.8,30.12739617026337,4.221928094859951,0.42316651344299316,49.58098602294922,19,0.02653801627457142,1,name
q_167,Who emerged as the winner of the Nobel Prize in Literature in 1991?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,43.4,29.050645431728363,3.3086949695440864,0.4184461534023285,45.81022644042969,13,0.0754639059305191,1,name
q_168,Who was honored with the Nobel Prize for Physics in 1965?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.3,0.9,50.25,25.125435319611878,4.121928094861394,0.38896697759628296,46.42591094970703,18,0.027736622840166092,1,name
q_169,Which individual received the Nobel Prize for Economics in 1954?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,38.8,21.969524346239268,3.4464393446508166,0.33567488193511963,48.86854934692383,14,0.048946481198072433,1,name
q_170,Who was the laureate of the Nobel Prize for Physics in 1906?,STEM,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.55,1.6575584454250776,31.8,25.051147678300087,3.208694969545529,0.3207412362098694,39.38351821899414,12,0.05089851841330528,1,name
q_171,Who claimed the Nobel Prize for Chemistry in the year 1957?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.75,0.8874119674649424,35.55,28.528012549071835,4.221928094859951,0.4300827085971832,49.45165252685547,19,0.019664878025650978,1,name
q_172,Who claimed the Nobel Prize for Peace in the year 2017?,Social Sciences,True,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.75,1.5451537140362444,56.65,16.62610898556845,1.7166422780869963,0.16283485293388367,23.351287841796875,6,0.0964236706495285,0,name
q_173,Who was the laureate of the Nobel Prize for Chemistry in 2008?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,45.05,30.567098324832862,4.321928094858508,0.4710957407951355,51.542938232421875,20,0.019255686551332474,1,name
q_174,Who was granted the Nobel Prize for Physics in 1962?,STEM,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.85,1.388344337691482,40.1,25.473319375377837,3.6464393446508163,0.36258465051651,44.382476806640625,14,0.037149831652641296,1,name
q_175,Who achieved the Nobel Prize in Literature for the year 2014?,Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.05,1.532155344604456,32.8,26.299429651610318,3.9841837197546632,0.4166069030761719,43.24839782714844,17,0.0322144441306591,1,name
q_176,Who achieved the Nobel Prize in Physics for the year 1924?,STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,32.2,28.755173447572872,3.546439344649374,0.4227827191352844,38.21697235107422,15,0.0705459862947464,1,name
q_177,Who garnered the Nobel Prize for Medicine in 1902?,Medicine & Health,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.95,1.1169153951844337,24.75,18.6490616385919,3.0219280948700495,0.3257502615451813,52.59920120239258,12,0.07356001436710358,1,name
q_178,Who was honored with the Nobel Prize for Economics in 1943?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,32.65,23.607784733007033,3.7219280948657207,0.39869099855422974,47.7046012878418,15,0.03156260773539543,1,name
q_179,Who was granted the Nobel Prize for Economics in 1905?,Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.3,0.9,49.75,23.183776655238894,3.4219280948686066,0.3030272126197815,46.494720458984375,13,0.0511748306453228,1,name
q_180,Who was the laureate of the Nobel Prize for Physics in 1963?,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.45,1.2031209415515967,27.25,25.727174349313998,3.9841837197546632,0.4448249936103821,45.61506271362305,17,0.02070661261677742,1,name
q_181,Who was awarded the Nobel Prize in Literature for the year 1956?,Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.95,1.5644487847162016,21.5,12.14701609449827,2.560964047429254,0.24317605793476105,43.29457473754883,10,0.09084346145391464,1,name
q_182,Who was awarded the Nobel Prize in Medicine for the year 1984?,Medicine & Health,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,48.8,22.703744184605323,4.08418371975322,0.37779808044433594,51.19660949707031,18,0.03980269283056259,1,name
q_183,Who was bestowed with the Nobel Prize for Literature in the year 1991?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,48.9,38.6909550153521,4.321928094858508,0.5079132318496704,51.73274612426758,20,0.019927501678466797,1,name
q_184,Who secured the Nobel Prize for Peace in 1998?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,59.85,31.479000937132678,3.746439344649374,0.3575036823749542,41.16950225830078,15,0.0440216027200222,1,name
q_185,Who was granted the Nobel Prize for Medicine in 1998?,Medicine & Health,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.9,1.1357816691600546,40.6,21.937183046143367,3.7219280948657207,0.2973226308822632,36.9056396484375,15,0.048765745013952255,1,name
q_186,Who was bestowed with the Nobel Prize for Chemistry in the year 1902?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,33.35,22.543901614405613,3.2659573209318618,0.3747006058692932,47.91897964477539,12,0.05438443273305893,1,name
q_187,Who was honored with the Nobel Prize for Literature in 1927?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,16.15,12.362342011123944,0.28639695711307084,0.027919668704271317,66.28092956542969,2,0.014917933382093906,1,name
q_188,Who emerged as the winner of the Nobel Prize in Medicine in 2005?,Medicine & Health,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.65,1.9306734576307825,35.25,20.314711418083203,2.4638651219393126,0.28942814469337463,24.532726287841797,8,0.09012047946453094,1,name
q_189,Who won the Nobel Prize for Chemistry in 2023?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,41.45,31.57130817688744,3.9841837197546632,0.415513813495636,47.57848358154297,17,0.030920861288905144,1,name
q_190,Who claimed the Nobel Prize for Chemistry in the year 2012?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,58.1,28.79565939512412,4.221928094859951,0.3713169991970062,48.43941116333008,19,0.0286394115537405,1,name
q_191,Who was bestowed with the Nobel Prize for Chemistry in the year 1956?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,60.15,34.9474963337862,3.9841837197546632,0.38795986771583557,49.26713180541992,17,0.022885091602802277,1,name
q_192,Who emerged as the winner of the Nobel Prize in Peace in 1994?,Social Sciences,True,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.55,1.6271140095272978,59.65,22.20872576263663,3.484183719760433,0.19027027487754822,29.12456703186035,13,0.022937817499041557,0,name
q_193,Who was the Nobel Prize recipient for Literature in the year 1952?,Humanities,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.35,0.9096702699330126,30.55,26.371338608421073,3.208694969545529,0.378878653049469,50.45417404174805,12,0.06772786378860474,1,name
q_194,Who attained the Nobel Prize for Peace in 1969?,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,48.15,25.689054089241978,4.08418371975322,0.4513769745826721,49.3033447265625,18,0.04081901162862778,1,name
q_195,Who won the Nobel Prize for Economics in 1977?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.49749371855331,30.95,23.50420175202723,1.5166422780884392,0.15118196606636047,48.845314025878906,5,0.08127906918525696,1,name
q_196,Who was the Nobel Prize recipient for Literature in the year 1961?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,22.4,14.301748144894734,2.7954618442224515,0.31664255261421204,46.01640319824219,11,0.08436883985996246,1,name
q_197,Who was the laureate of the Nobel Prize for Chemistry in 1997?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,28.2,22.27913822390803,4.221928094859951,0.45581087470054626,50.344200134277344,19,0.030994486063718796,1,name
q_198,Who was bestowed with the Nobel Prize for Physics in the year 1911?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.8,0.8717797887081347,37.5,34.8245602987317,2.9219280948714923,0.27799224853515625,45.63715362548828,11,0.06662803143262863,1,name
q_199,Which individual received the Nobel Prize for Physics in 1948?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,21.05,25.95664654765712,2.1709505944416843,0.2237134724855423,55.278160095214844,9,0.12271138280630112,1,name
