prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,M_bar,K,sig2_S,label,type,domain_canonical
q_453,Where did ICCV occur in 1999?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,52.15,25.450491154396214,3.9841837197546632,0.45542460680007935,0.01103141251951456,0.7404606938362122,49.92741775512695,17,0.034480851143598557,1,city,
q_454,Where did ICCV convene in 2007?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,0.3570714214271425,62.3,21.099999999999998,4.221928094859951,0.44909682869911194,0.013326163403689861,0.7331637144088745,54.2999153137207,19,0.02372836507856846,1,city,
q_455,What was the location for CVPR in 2011?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.05,0.21794494717703367,40.6,24.32570656733325,3.8841837197561055,0.4138593077659607,0.010075302794575691,0.690988302230835,38.83677291870117,16,0.04215110093355179,1,city,
q_456,"In 2013, where was EMNLP held?",STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,0.3570714214271425,60.55,28.138008102920146,4.121928094861394,0.36476263403892517,0.021152231842279434,0.627866804599762,41.37312698364258,18,0.053533997386693954,1,city,
q_457,What was the location for CVPR in 2016?,STEM,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,0.55,3.15,1.710993863226867,31.35,12.877402688430614,2.6016094970474857,0.1847548484802246,0.01917104795575142,0.3530266284942627,27.026498794555664,8,0.04291278496384621,1,city,
q_458,Where was the venue for CVPR in 1997?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.25,0.4330127018922193,36.9,27.529802033432784,3.8219280948642798,0.4068407416343689,0.011690910905599594,0.6822759509086609,39.88977813720703,16,0.03650331869721413,1,city,
q_459,Where did CVPR occur in 2010?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.9,0.8306623862918076,52.6,28.272601578206416,3.884183719756106,0.35522574186325073,0.008035652339458466,0.6150170564651489,35.203712463378906,16,0.05908477306365967,1,city,
q_460,Where did CVPR convene in 1994?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.7,0.9,55.0,27.04810529408668,4.121928094861394,0.39886701107025146,0.010152189061045647,0.6722517609596252,39.78677749633789,18,0.04223690181970596,1,city,
q_461,What was the location for CVPR in 2022?,STEM,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.1,1.5132745950421556,23.85,5.9772485308877705,2.8086949695498578,0.22475925087928772,0.0021533891558647156,0.4200020730495453,32.59282302856445,9,0.030056659132242203,1,city,
q_462,"In 2001, where was CVPR hosted?",STEM,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.0,1.5491933384829668,72.7,26.992776811584243,3.484183719760433,0.3136211037635803,0.04398038610816002,0.556719958782196,37.03592300415039,13,0.07258293777704239,1,city,
q_463,What venue hosted CVPR in 1993?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3,0.45825756949558394,62.4,24.530389316111556,3.7219280948657207,0.3883781433105469,0.011541412211954594,0.6588617563247681,41.10021209716797,15,0.04419815167784691,1,city,
q_464,What was the venue of EMNLP in 2013?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.4,50.5,21.506975612577424,4.321928094858508,0.4462518095970154,0.01748024672269821,0.729855477809906,43.98501968383789,20,0.04660792648792267,1,city,
q_465,"In 1998, where was ICCV held?",STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.35,0.9096702699330126,60.1,27.30366275795246,4.221928094859951,0.42282962799072266,0.022149456664919853,0.7019729614257812,42.58905029296875,19,0.04066671058535576,1,city,
q_466,What was the venue of ICCV in 1990?,STEM,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,1.65,1.194780314534852,60.7,30.538664017929797,4.121928094861394,0.41806039214134216,0.030422011390328407,0.696153998374939,42.54320526123047,18,0.04415496438741684,1,city,
q_467,Where was the place of assembly for CVPR in 2001?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.25,0.4330127018922193,40.25,33.12231121162894,4.221928094859951,0.4181355834007263,0.018289169296622276,0.6962464451789856,44.26178741455078,19,0.02880707196891308,1,city,
q_468,What was the venue of CVPR in 1996?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,0.48989794855663565,56.2,35.223003846918,3.5219280948686063,0.40877166390419006,0.009347444400191307,0.6846831440925598,33.16865539550781,13,0.06432686001062393,1,city,
q_469,Where did ICCV occur in 1995?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.25,0.8874119674649424,68.55,16.84183778570498,4.121928094861394,0.48438969254493713,0.013578723184764385,0.7727853059768677,55.66032028198242,18,0.025041069835424423,1,city,
q_470,CVPR 2023 location,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.4,34.15,18.895171340847906,2.7954618442224515,0.22997808456420898,0.03678447753190994,0.4284907281398773,28.479602813720703,11,0.06812857836484909,1,city,
q_471,Where did CVPR occur in 2015?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.75,0.8874119674649424,44.6,24.12343259156955,3.208694969545529,0.3123915195465088,0.01759696751832962,0.5549414157867432,33.32619094848633,12,0.07691207528114319,1,city,
q_472,What was the location of CVPR in 2009?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.5,35.7,17.170032032585144,3.6219280948671635,0.3219478130340576,0.028211932629346848,0.5686793327331543,35.6832389831543,14,0.05034792050719261,1,city,
q_473,What venue hosted ICCV in 2009?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,0.3570714214271425,49.45,24.204286810397864,3.8219280948642798,0.3828863799571991,0.029209623113274574,0.6517587900161743,47.19802474975586,16,0.05165577307343483,1,city,
q_474,Where was the place of assembly for EMNLP in 2008?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.35,0.9096702699330126,55.7,21.833689564523905,3.9841837197546632,0.44884705543518066,0.027393218129873276,0.7328740954399109,41.75780487060547,17,0.05138929933309555,1,city,
q_475,Where was the venue for EMNLP in 2015?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.4,39.7,20.27338156302495,3.8219280948642798,0.44796666502952576,0.01986617222428322,0.7318518161773682,41.810874938964844,16,0.04047722741961479,1,city,
q_476,Give me the venue for 2016 CVPR,STEM,False,False,defan,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.75,1.5124483462254175,53.8,17.385626246989204,3.4219280948686066,0.391469269990921,0.016152329742908478,0.6628321409225464,35.33758544921875,13,0.06240319833159447,1,city,
q_477,"In 2009, where was ICCV hosted?",STEM,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,0.75,2.1,1.7,60.8,29.929249907072514,3.8219280948642798,0.37436121702194214,0.01758132502436638,0.6406065821647644,43.73550796508789,16,0.040595781058073044,1,city,
q_478,Where did CVPR occur in 1999?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.05,0.21794494717703372,38.85,23.763995876114773,3.8841837197561055,0.3585870862007141,0.02320035547018051,0.6195678114891052,36.40041732788086,16,0.041801366955041885,1,city,
q_479,What venue hosted EMNLP in 2007?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.4,58.1,25.374987684726076,3.9841837197546632,0.41990962624549866,0.012850621715188026,0.698415994644165,54.594703674316406,17,0.03860309347510338,1,city,
q_480,What venue hosted EMNLP in 2017?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.25,0.4330127018922193,51.75,23.38776389482329,3.9841837197546632,0.4088723659515381,0.016183774918317795,0.6848084926605225,48.32177734375,17,0.04910033196210861,1,city,
q_481,What location accommodated ICCV in 2003?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,0.3,44.55,25.840810745795107,4.321928094858508,0.4347056746482849,0.007169944234192371,0.716255247592926,48.41038131713867,20,0.022111713886260986,1,city,
q_482,What was the location for ICCV in 1988?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,58.65,29.769573392979616,4.221928094859951,0.43081051111221313,0.011536592617630959,0.7116037607192993,46.12934112548828,19,0.027619527652859688,1,city,
q_483,What venue hosted ICCV in 2007?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,0.3,49.45,18.680136509137185,4.321928094858508,0.351776659488678,0.021768195554614067,0.6103228330612183,46.61656188964844,20,0.03888840973377228,1,city,
q_484,Where was the venue for CVPR in 2000?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.5,50.15,25.092379321220218,4.121928094861394,0.4020889699459076,0.009272532537579536,0.6763182282447815,38.230308532714844,18,0.041485413908958435,1,city,
q_485,Where was the venue for CVPR in 2013?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.55,0.4974937185533099,37.35,26.41263901998435,2.9219280948714923,0.2826070189476013,0.03402143344283104,0.5108916759490967,40.8749885559082,11,0.07294860482215881,1,city,
q_486,Where was the place of assembly for EMNLP in 2014?,STEM,True,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.5,0.9219544457292888,49.55,23.76020833241998,3.9841837197546632,0.4131675660610199,0.03470737114548683,0.6901344060897827,43.056617736816406,17,0.053376659750938416,1,city,
q_487,What venue hosted EMNLP in 2008?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.35,0.47696960070847294,60.05,12.682566774907988,3.6841837197575473,0.373176246881485,0.03952297195792198,0.6390442848205566,54.619781494140625,15,0.06574992090463638,1,city,
q_488,CVPR 2019 location,STEM,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.2,1.2489995996796797,29.25,15.119110423566593,3.5219280948686063,0.2694113254547119,0.021943697705864906,0.49077916145324707,33.19188690185547,13,0.04500777646899223,1,city,
q_489,What venue hosted CVPR in 2000?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,0.48989794855663565,68.3,34.46316874577845,4.221928094859951,0.42022666335105896,0.01838628016412258,0.6988028883934021,41.202796936035156,19,0.040431343019008636,1,city,
q_490,What was the site of CVPR in 2024?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,0.48989794855663565,29.2,15.048587973627292,3.1393538721498877,0.3193254768848419,0.05033927410840988,0.5649287104606628,29.531021118164062,12,0.08497384935617447,1,city,
q_491,Where did CVPR take place in 1993?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,0.3570714214271425,40.85,25.24732659114624,2.323219672323966,0.22900936007499695,0.029226332902908325,0.42691919207572937,23.73905372619629,8,0.07983579486608505,1,city,
q_492,CVPR 2020 location,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.25,0.4330127018922193,41.9,20.928210625851413,3.8841837197561055,0.4020303785800934,0.017395449802279472,0.6762445569038391,37.268890380859375,16,0.04230785369873047,1,city,
q_493,What location accommodated CVPR in 2019?,STEM,False,False,defan,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,0.25,4.25,1.299038105676658,28.15,11.572704956059322,2.1709505944416843,0.16968433558940887,0.03504077345132828,0.32692208886146545,21.95588493347168,9,0.06572646647691727,0,city,
q_494,Where was the place of assembly for CVPR in 1994?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.4,32.6,22.25174150488002,2.323219672323966,0.21384501457214355,0.039300400763750076,0.4020635187625885,24.313772201538086,8,0.08142267912626266,1,city,
q_495,"In 2021, where was CVPR hosted?",STEM,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,1.65,1.194780314534852,73.9,32.654096220841886,3.68418371975899,0.29511213302612305,0.03308051452040672,0.5296136736869812,34.011924743652344,14,0.062270309776067734,1,city,
q_496,What location accommodated CVPR in 1997?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.5,24.9,15.032963779641062,3.7219280948657207,0.33526626229286194,0.03549567610025406,0.5875044465065002,41.49041748046875,15,0.05394342169165611,1,city,
q_497,Where was the venue for CVPR in 2012?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3,0.45825756949558394,49.65,30.561863490304383,4.121928094861394,0.4269961714744568,0.017841646447777748,0.7070174217224121,41.229793548583984,18,0.03874105215072632,1,city,
q_498,"In 2008, where was CVPR held?",STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3,0.45825756949558394,60.1,25.88802812112193,3.6219280948671635,0.3557509779930115,0.013058391399681568,0.6157296299934387,36.549530029296875,14,0.05794154852628708,1,city,
q_499,Where did ICCV convene in 1987?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,0.3570714214271425,53.3,40.01512214151046,4.321928094858508,0.48030194640159607,0.012209936045110226,0.7683305144309998,49.82571792602539,20,0.0240167286247015,1,city,
halueval_00000_t1.0,"Context:  He also played non-league football for Grantham Town, Boston United, Shepshed Albion, Harworth Colliery Institute, Brigg Town, Armthorpe Welfare, Glapwell, Collingham (Notts) and Retford United.Grantham Town Football Club is a football club, based in Grantham, Lincolnshire, England.

Question: Simon WIlliam Gamble played non league football for what club located in Lincolnshire, England?",,True,False,halueval,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,0.09999999999999998,4.7,0.9,56.55,110.31929794918022,2.080482023711742,0.11826109886169434,0.015476454980671406,0.23424895107746124,21.027307510375977,7,0.03470919281244278,0,,Sports
halueval_00001_t1.0,"Context: Janggi (including romanizations changgi and jangki), sometimes called Korean chess, is a strategy board game popular in Korea. The game derived from xiangqi (Chinese chess) and is very similar to it, including the starting position of the pieces, and the 9×10 gameboard, but without the xiangqi ""river"" dividing the board horizontally in the middle.Isola is a two-player abstract strategy board game. It is played on a 7x7 board which is initially filled with squares, except at the starting positions of the pieces.

Question: Both Janggi and Isola are board-based strategy games; however, which game is played on a 9x10 gameboard similar to Chinese Chess?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.15,0.3570714214271425,-1.4428232973175175e-12,0.002990052103996277,3.4461776522221044e-05,0.006285324692726135,16.998916625976562,1,0.00010766983177745715,0,,STEM
halueval_00002_t1.0,"Context: Jang Hoon (born May 4, 1975) is a South Korean film director. It was selected as the South Korean entry for the Best Foreign Language Film at the 90th Academy Awards.

Question: Where was the film A Taxi Driver released?",,False,False,halueval,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,0.050000000000000044,4.8,0.8717797887081349,12.15,5.012733785071775,0.28639695711307084,0.044602084904909134,0.03552601858973503,0.0918053463101387,16.379440307617188,2,0.07585404813289642,0,,Humanities
halueval_00003_t1.0,"Context: Mr. Wong, Detective is a 1938 American crime film directed by William Nigh and starring Boris Karloff in his first appearance as Mr. Wong.William Henry Pratt (23 November 1887 – 2 February 1969), better known by his stage name Boris Karloff, was an English actor who was primarily known for his typecast roles in horror films that depicted the characters Frankenstein and the Mummy.

Question: Mr. Wong, Detective is a 1938 American crime film directed by William Nigh and starring who, was an English actor who was primarily known for his typecast roles in horror films that depicted the characters Frankenstein and the Mummy?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.05,0.21794494717703367,-1.4428232973175175e-12,0.0008879214292392135,1.346161025139736e-05,0.0018685043323785067,16.98446273803711,1,3.1433817639481276e-05,0,,Humanities
halueval_00004_t1.0,"Context: The Many Adventures of Winnie the Pooh is a 1977 American animated film produced by Walt Disney Productions and distributed by Buena Vista Distribution.King of the Grizzlies is a 1970 American adventure film directed by Ron Kelly and written by Jack Speirs, Rod Peterson and Norman Wright.

Question: What film came first, King of the Grizzlies or The Many Adventures of Winnie the Pooh?",,False,False,halueval,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,0.30000000000000004,4.1,1.374772708486752,58.05,40.19511786274546,1.977235445401094,0.1531640589237213,0.023050129413604736,0.2977566719055176,24.313705444335938,5,0.06014416739344597,0,,Humanities
halueval_00005_t1.0,"Context:  The first series aired in April 2010, presented by Marco Pierre White.Marco Pierre White (born 11 December 1961) is a British chef, restaurateur, and television personality from Leeds.

Question: What is the nationality of the person who presented the first series of ""Kitchen Burnout""?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,-1.4428232973175175e-12,0.0,0.0,-2.384185791015625e-07,14.64013385772705,1,1.4210854715202004e-14,0,,Humanities
halueval_00006_t1.0,"Context:  Chetty represented South Africa at the 2008 Summer Olympics in Beijing, where she competed in two sabre events. It is one of the country's three capital cities, serving as the seat of the executive branch of government (Cape Town is the legislative capital and Bloemfontein the judicial capital).

Question: What sport did Jyoti Chetty of one of the country's three capital cities represent South Africa in at the 2008 summer Olympics?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.85,21.84324838479845,0.5689955935849532,0.026460785418748856,0.004861368797719479,0.054970063269138336,17.994773864746094,3,0.01092703826725483,0,,Sports
halueval_00007_t1.0,"Context: KCFO (970 AM) is a Tulsa, Oklahoma, area Christian radio station. KCFO airs national shows such as Dave Ramsey, J. Vernon McGee, David Jeremiah, Dennis Rainey, and Albert Mohler.Richard Albert Mohler Jr. (born October 19, 1959), is an American historical theologian and the ninth president of the Southern Baptist Theological Seminary in Louisville, Kentucky. He has been described as ""one of America's most influential evangelicals"".

Question: KCFO (970 AM) airs the show of an American historical theologian that has been described as what?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,53.05,14.633779416131706,0.4689955935863958,0.030762698501348495,0.0013117954367771745,0.06376740336418152,20.989850997924805,2,0.0039025137666612864,0,,Humanities
halueval_00008_t1.0,"Context: NBA Access with Ahmad Rashad is an American television program which initially aired on Saturday afternoons on ABC.Ahmad Rashād (born Robert Earl Moore; November 19, 1949) is an American sportscaster (mostly with NBC Sports) and former professional football player.

Question: NBA Access with Ahmad Rashad, an American sportscaster (mostly with NBC Sports) and former professional football player, is an American television program which initially aired on Saturday afternoons on which channel?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.05,0.21794494717703367,-1.4428232973175175e-12,0.0014075010549277067,3.3824089769041166e-05,0.0029606998432427645,16.15997314453125,1,7.889805419836193e-05,0,,Social Sciences
halueval_00009_t1.0,"Context: Audre Lorde ( ; born Audrey Geraldine Lorde; February 18, 1934 – November 17, 1992) was a writer, feminist, womanist, librarian, and civil rights activist.David John Moore Cornwell (born 19 October 1931), known by the pseudonym John le Carré ( ), is a British author of espionage novels.

Question: Who worked for both the Security Service and the Secret Intelligence Service, and began writing novels under his pen name, Audre Lorde or John le Carré?",,True,False,halueval,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.3,1.4177446878757827,45.3,41.68944710595236,2.5211274733256457,0.23097506165504456,0.029678810387849808,0.4301058053970337,24.361591339111328,8,0.07456538081169128,0,,Humanities
halueval_00010_t1.0,"Context:  She is noted as a pioneer in the field of ecopsychology, a proponent of bioregional land-based culture, and a critic of technological society having worked with such contemporaries as Jerry Mander, Vandana Shiva, Stephanie Mills, and Kirkpatrick Sale.Vandana Shiva (Hindi: वंदना शिवा : born 5 November 1952) is an Indian scholar, environmental activist and anti-globalization author.

Question: Chellis Glendinning worked alongside what Indian scholar?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.1,0.3,-1.4428232973175175e-12,0.0014016926288604736,1.399282155034598e-05,0.0029489677399396896,16.738155364990234,1,3.72043032257352e-05,0,,Humanities
halueval_00011_t1.0,"Context: Pie Five Pizza Co. is a fast casual restaurant chain specializing in handcrafted personal pizza made in less than 5 minutes. As of December 2016, Pie Five has 98 restaurants in the following locations: Alabama, Arkansas, Florida, Georgia, Illinois, Indiana, Kansas, Maryland, Minnesota, Missouri, Nebraska, North Carolina, Oklahoma, Tennessee, Texas, Utah, Kentucky, Virginia and Washington, D.C. with more than 400 additional company-owned and franchise units anticipated. It has 7 locations and is known for its Atlanta style pizza.

Question: What has more locations, Fellini's Pizza or Pie Five Pizza Co.",,False,False,halueval,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,0.15000000000000002,4.5,1.2041594578792296,90.0,145.69145479402695,2.26096404743214,0.16569451987743378,0.04432337358593941,0.31993117928504944,24.68857765197754,8,0.08032789081335068,0,,Law & Business
halueval_00012_t1.0,"Context:  On April 11, 2013, US based Polaris Industries announced that it had acquired Aixam-Mega. Polaris is based in Roseau, Minnesota, USA.

Question: Where is the company that purchased Aixam based in?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.55,29.362348339327358,1.5904685707256148,0.1214028149843216,0.013229003176093102,0.24007053673267365,20.447132110595703,5,0.039902374148368835,0,,Law & Business
halueval_00013_t1.0,"Context: Philip Bertie (c.1665 – 15 April 1728) was an English courtier and politician, the third son of Robert Bertie, 3rd Earl of Lindsey.Robert Bertie, 3rd Earl of Lindsey PC FRS (8 November 1630 – 8 May 1701), styled Lord Willoughby de Eresby from 1642 to 1666, was an English nobleman.

Question: What did Philip Bertie's father style from 1642 to 1666",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.05,0.21794494717703367,-1.4428232973175175e-12,0.0009484946494922042,1.5356599760707468e-05,0.0019960105419158936,17.44150161743164,1,3.585441299946979e-05,0,,Humanities
halueval_00014_t1.0,"Context: Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.

Question: Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.05,5.064336086793609,-1.4428232973175175e-12,0.013263839296996593,0.00016900668560992926,0.027738377451896667,16.263324737548828,1,0.0008775056339800358,0,,Social Sciences
halueval_00015_t1.0,"Context: A Beta-3 adrenergic antagonist (β-adrenoceptor antagonist) is an adrenergic antagonist which blocks the Beta-3 adrenergic receptors of cells, with either high specificity (an antagonist which is selective for β adrenoceptors) like L-748,328, L-748,337 and SR 59,230A or non-specifically (an antagonist for β and for β or β adrenoceptors) like the non-selective betablocker Carvedilol.Carvedilol, sold under the brand name Coreg among others, is a beta blocker used for treating mild to severe congestive heart failure (CHF), left ventricular dysfunction (LVD) following heart attack in people who are otherwise stable, and for treating high blood pressure.

Question: What generic medication is a non-selective betablocker used to treat congestive heart failure?  ",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.224744871391589,0.28639695711307084,0.03349636122584343,0.015312147326767445,0.06933765113353729,19.138580322265625,2,0.033512845635414124,0,,Medicine & Health
halueval_00016_t1.0,"Context: Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002).Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.

Question: What 2005 film by Tim Fywell saw an appearance by the actress from ""Thank You for Smoking"" and ""Stuart Little?""",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.35,35.710327637813684,0.28639695711307084,0.032983530312776566,0.015352817252278328,0.06829391419887543,18.490819931030273,2,0.03362039849162102,0,,Humanities
halueval_00017_t1.0,"Context:  He has appeared in films such as ""Cold Mountain"", ""Nil By Mouth"", ""King Arthur"", ""The Magic Roundabout"", ""The Departed"", ""Beowulf"", ""Indiana Jones and the Kingdom of the Crystal Skull"", ""Edge of Darkness"", ""The Sweeney"" and ""Noah"".The Magic Roundabout (released in France as Pollux - Le manège enchanté and redubbed in the United States as Doogal or The Lord of the Springs) is a 2005 French-British computer-animated adventure fantasy film based on the television series ""The Magic Roundabout"".

Question: Ray Winstone appeared in what 2005 French-British computer-animated adventure fantasy that was based on a TV series?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.25,0.4330127018922193,-1.4428232973175175e-12,0.0028758645057678223,1.1059024473070167e-05,0.006045736838132143,18.047420501708984,1,5.604294710792601e-05,0,,Humanities
halueval_00018_t1.0,"Context: Millet is a French-based company specializing in outdoor equipment such as backpacks and sleeping bags, owned by Lafuma.Timberland LLC is an American manufacturer and retailer of outdoors wear, with a focus on footwear.

Question: Millet is a French-based company, specializing in outdoor equipment such as backpacks and sleeping bags, owned by which organization, their earning comparisons to United States-based companies such as Columbia Sportswear and Timberland LLC, an American manufacturer and retailer of outdoors wear, with a focus on footwear?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.5,9.795407086997457,1.1411535278749776,0.09225274622440338,0.004856406711041927,0.18525788187980652,22.132211685180664,3,0.030650075525045395,0,,Law & Business
