prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label,type
q_091,What was the host stadium for the 1958 FIFA World Cup final?,Sports,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.4,0.9165151389911681,35.75,19.844079721670138,3.0219280948700495,0.295693963766098,0.029581835493445396,0.5304770469665527,12,0.06187697499990463,1,name
q_092,How many fans in the stands watched the final match of the 1978 FIFA World Cup?,Social Sciences,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,60.3,22.396651535441634,3.6841837197589897,0.2521231174468994,0.03220149129629135,0.4638739824295044,14,0.05370201915502548,1,numeric
q_093,Which team achieved victory in the 2014 FIFA World Cup?,Sports,True,False,defan,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,10.05,9.866483669474148,0.5689955935849532,0.04503004625439644,0.016267558559775352,0.09266556054353714,3,0.03496874123811722,0,name
q_094,attendance of the 1990 FIFA World Cup final?,Sports,True,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.7,0.714142842854285,42.7,23.456555586871655,3.8219280948642798,0.43343034386634827,0.03228771686553955,0.7147355079650879,16,0.05522092059254646,1,numeric
q_095,Which stadium hosted the 1994 FIFA World Cup final?,Sports,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.5898113095584643,48.1,24.835257196171735,2.203701696048692,0.23758086562156677,0.0095168212428689,0.44075465202331543,6,0.06156196445226669,0,name
q_096,What stadium was chosen to hold the final showdown of the 1990 FIFA World Cup?,Sports,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.35,1.3883443376914821,54.2,20.6,3.7219280948657207,0.30603542923927307,0.01843516156077385,0.5456980466842651,15,0.043299224227666855,1,name
q_097,What country came in second in the 2010 FIFA World Cup?,Sports,True,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,12.85,16.116063415114745,2.2577174691200494,0.16216877102851868,0.01795206218957901,0.31372517347335815,7,0.043946411460638046,1,name
q_098,What was the exact number of the crowd turnout like for the final match of the 1954 FIFA World Cup?,Social Sciences,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.3840572873934304,31.8,25.835247240930364,3.58418371975899,0.3319815695285797,0.007856681942939758,0.58289635181427,14,0.035867657512426376,1,numeric
q_099,How many individuals attended the final match of the 2018 FIFA World Cup?,Social Sciences,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,44.5,24.984995497297973,3.484183719760433,0.2854771018028259,0.025851260870695114,0.515217661857605,13,0.04724786803126335,1,numeric
q_100,Who was honored with the Nobel Prize for Physics in 2014?,STEM,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.1,1.7,76.6,34.03292523424926,3.1037016960414783,0.277368426322937,0.014899268746376038,0.5029511451721191,11,0.06106164678931236,1,name
q_101,Who emerged as the winner of the Nobel Prize in Medicine in 2009?,Medicine & Health,False,False,defan,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,3.9,1.7,58.5,27.26627954085412,3.1414460711496517,0.2641712725162506,0.03994990885257721,0.48269060254096985,11,0.0705895870923996,0,name
q_102,Who garnered the Nobel Prize for Peace in 1982?,Humanities,True,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.45,0.9205976319760985,54.45,26.361856914868497,4.221928094859951,0.35866764187812805,0.024427499622106552,0.6196765899658203,19,0.04339449852705002,1,name
q_103,Who was granted the Nobel Prize for Literature in 1911?,Humanities,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.25,1.7853571071357126,30.75,32.34482184214345,2.3149798205049397,0.3044198453426361,0.04053215682506561,0.5433348417282104,8,0.10305263102054596,0,name
q_104,Who attained the Nobel Prize for Chemistry in 1956?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,46.9,28.04086303950005,4.321928094858508,0.4376378655433655,0.008076495490968227,0.7197353839874268,20,0.02487329952418804,1,name
q_105,Who was granted the Nobel Prize for Physics in 1951?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,41.3,25.694551951727043,3.7219280948657207,0.3926098942756653,0.00958446878939867,0.6642917990684509,15,0.04946582019329071,1,name
q_106,Who achieved the Nobel Prize in Medicine for the year 1958?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,38.1,25.129464777428108,4.221928094859951,0.4242880940437317,0.013650601729750633,0.7037428021430969,19,0.019689485430717468,1,name
q_107,Who was the Nobel Prize recipient for Chemistry in the year 1968?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.5,0.9219544457292888,32.75,18.93904696651867,3.9841837197546632,0.37832188606262207,0.009548940695822239,0.6458066701889038,17,0.02311059832572937,1,name
q_108,Who secured the Nobel Prize for Literature in 1995?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,33.6,26.112066176386733,3.1841837197633187,0.3619491457939148,0.021999554708600044,0.6240958571434021,11,0.061860982328653336,1,name
q_109,Who was granted the Nobel Prize for Physics in 1957?,STEM,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.7,1.4177446878757827,53.05,25.13259835353281,3.9841837197546632,0.4040740430355072,0.010120426304638386,0.6788129210472107,17,0.04362810403108597,1,name
q_110,Who was the Nobel Prize recipient for Literature in the year 1950?,Humanities,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.95,1.8834808201837365,24.75,26.694334604930688,2.6954618442238942,0.31192952394485474,0.03723011910915375,0.5542725920677185,10,0.08583571016788483,1,name
q_111,Who garnered the Nobel Prize for Medicine in 1938?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,30.8,27.36347931093559,3.521928094867164,0.37179410457611084,0.0071044014766812325,0.6372184753417969,14,0.0459275096654892,1,name
q_112,Who secured the Nobel Prize for Peace in 1904?,Humanities,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.4974937185533099,39.45,18.49722952228252,3.9841837197546632,0.43777233362197876,0.01141479704529047,0.7198948264122009,17,0.028711341321468353,1,name
q_113,Who secured the Nobel Prize for Chemistry in 1924?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,41.05,32.639661456577635,3.8219280948642798,0.41634732484817505,0.008944666013121605,0.6940522193908691,16,0.0452374666929245,1,name
q_114,Who was the laureate of the Nobel Prize for Economics in 1972?,Social Sciences,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.7,1.9000000000000001,23.55,25.14453220881232,2.721928094872935,0.35719144344329834,0.04047863185405731,0.6176809668540955,10,0.08886391669511795,1,name
q_115,Who was the Nobel Prize recipient for Peace in the year 1908?,Humanities,True,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.75,1.4097872179871684,50.2,25.037172364306638,4.221928094859951,0.395444393157959,0.01132552046328783,0.6679078936576843,19,0.027617348358035088,1,name
q_116,Who attained the Nobel Prize for Medicine in 1971?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,44.8,27.956394617332183,4.221928094859951,0.412558376789093,0.006527821067720652,0.6893814206123352,19,0.029790561646223068,1,name
q_117,Who emerged as the winner of the Nobel Prize in Literature in 1943?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,30.35,19.280235994406294,2.7954618442224515,0.31087878346443176,0.04737100005149841,0.5527496933937073,11,0.08180873841047287,1,name
q_118,Who was the laureate of the Nobel Prize for Medicine in 1929?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,34.85,29.903636902557526,3.9841837197546632,0.4449540674686432,0.007227887865155935,0.7283412218093872,17,0.029903452843427658,1,name
q_119,Who secured the Nobel Prize for Peace in 2017?,Social Sciences,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,58.35,15.252130998650646,1.2917601481737602,0.06525200605392456,0.006343772169202566,0.1328907459974289,5,0.01516998652368784,0,name
q_120,Who was the laureate of the Nobel Prize for Peace in 1932?,Humanities,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,36.75,34.637948842274135,3.6414460711438803,0.4484877586364746,0.014290869235992432,0.7324570417404175,15,0.05688491091132164,1,name
q_121,Who secured the Nobel Prize for Economics in 1908?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.05,30.445812519950916,3.6414460711438803,0.3958800137042999,0.017530592158436775,0.6684621572494507,15,0.04472438991069794,1,name
q_122,Which individual received the Nobel Prize for Peace in 1997?,Humanities,True,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.65,1.4239030865898141,40.8,29.109448637856403,3.8841837197561055,0.4998331069946289,0.005133974365890026,0.7892979383468628,16,0.03360078111290932,1,name
q_123,Who was the laureate of the Nobel Prize for Literature in 1987?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,17.85,16.1625338360048,1.678897902978823,0.25118425488471985,0.08028499782085419,0.46239492297172546,6,0.16204513609409332,1,name
q_124,Who attained the Nobel Prize for Chemistry in 1964?,STEM,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.25,1.7853571071357126,29.5,20.058663963484708,2.557717469117164,0.33316555619239807,0.04266946762800217,0.584559977054596,9,0.10041013360023499,0,name
q_125,Which individual received the Nobel Prize for Literature in 1989?,Humanities,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.55,1.8296174463531987,35.5,33.95364487061735,3.3037016960400356,0.3911915421485901,0.031089892610907555,0.6624759435653687,12,0.06284617632627487,1,name
q_126,Who achieved the Nobel Prize in Physics for the year 1926?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760983,34.7,22.71585349486125,3.9841837197546632,0.444486528635025,0.0035813867580145597,0.7277945280075073,17,0.027869638055562973,1,name
q_127,Who was honored with the Nobel Prize for Medicine in 1980?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,21.965882636488796,1.678897902978823,0.1944306641817093,0.0680374875664711,0.36953482031822205,6,0.12738192081451416,1,name
q_128,Which individual received the Nobel Prize for Physics in 2005?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,27.85,19.113542319517855,2.801609497046043,0.2709938585758209,0.02401549182832241,0.49321049451828003,9,0.06235305964946747,1,name
q_129,Who was awarded the Nobel Prize in Medicine for the year 1983?,Medicine & Health,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.05,1.9615045245933032,42.4,29.778179930949438,2.8954618442210087,0.36033761501312256,0.04620775580406189,0.6219286918640137,12,0.1048704981803894,0,name
q_130,Who claimed the Nobel Prize for Economics in the year 2020?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,55.6,21.287085286623906,1.578389824717749,0.18788692355155945,0.030790705233812332,0.35839205980300903,4,0.07875452190637589,1,name
q_131,Who emerged as the winner of the Nobel Prize in Literature in 1906?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,17.9,8.932524839036274,2.457717469118607,0.2842264771461487,0.03140139952301979,0.5133351683616638,8,0.08102423697710037,1,name
q_132,Who was the laureate of the Nobel Prize for Literature in 1985?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,22.0,22.190087877248256,1.7709505944460127,0.2547263503074646,0.06122230738401413,0.46796518564224243,6,0.16784949600696564,1,name
q_133,Who emerged as the winner of the Nobel Prize in Literature in 1903?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,21.4,16.575282803017267,3.0016094970431575,0.36234602332115173,0.0362124964594841,0.6246289014816284,11,0.07282739877700806,1,name
q_134,Who achieved the Nobel Prize in Peace for the year 1963?,Humanities,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,45.95,23.329112713517418,3.9841837197546632,0.33552342653274536,0.022027108818292618,0.5878639817237854,17,0.048478055745363235,1,name
q_135,Who was awarded the Nobel Prize in Physics for the year 1932?,STEM,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.05,1.3219304066402284,44.7,28.460674623065422,4.021928094862837,0.3710304796695709,0.010266466997563839,0.6362076997756958,17,0.04609088972210884,1,name
q_136,Who claimed the Nobel Prize for Medicine in the year 1998?,Medicine & Health,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.15,1.49248115565993,40.95,22.193411184403356,3.5037016960371496,0.3456560969352722,0.036994557827711105,0.6019307971000671,14,0.06152505800127983,1,name
q_137,Who attained the Nobel Prize for Physics in 2001?,STEM,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.6,1.8000000000000003,40.1,24.223748677692313,3.6841837197575473,0.3308197855949402,0.019363056868314743,0.5812609791755676,15,0.03861428424715996,1,name
q_138,Which individual received the Nobel Prize for Medicine in 1995?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28.15,21.633943237422063,3.1219280948686063,0.3778541684150696,0.049375515431165695,0.6451939344406128,13,0.08015639334917068,1,name
q_139,Who was awarded the Nobel Prize in Chemistry for the year 1956?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,40.1,28.37939393292253,4.221928094859951,0.465911328792572,0.009672888554632664,0.7523674964904785,19,0.023276519030332565,1,name
q_140,Who garnered the Nobel Prize for Medicine in 2006?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,29.7,28.99499956889118,1.9166422780841108,0.20390279591083527,0.07098620384931564,0.38550451397895813,8,0.12382093071937561,1,name
q_141,Which individual received the Nobel Prize for Economics in 1923?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,20.9,13.064838307457157,3.6414460711438803,0.35389959812164307,0.011456501670181751,0.6132148504257202,15,0.03138811141252518,1,name
q_142,Who claimed the Nobel Prize for Chemistry in the year 1950?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,32.8,29.217460533044274,2.3192407046238643,0.24802513420581818,0.05108334869146347,0.4574038088321686,9,0.10711066424846649,1,name
q_143,Who won the Nobel Prize for Economics in 2022?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,50.75,26.701825780272028,3.784183719757547,0.38192492723464966,0.0163564495742321,0.6505087614059448,15,0.051250528544187546,1,name
q_144,Who was the Nobel Prize recipient for Medicine in the year 1994?,Medicine & Health,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.6,1.42828568570857,41.05,23.875667529935157,3.239353872148445,0.3371248245239258,0.042815856635570526,0.5901015996932983,13,0.0682339295744896,1,name
q_145,Who attained the Nobel Prize for Chemistry in 1979?,STEM,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.5,1.2041594578792296,34.5,21.705989956691678,3.9841837197546632,0.3690146803855896,0.011058030650019646,0.6335343718528748,17,0.024110261350870132,1,name
q_146,Who was granted the Nobel Prize for Chemistry in 1943?,STEM,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,32.6,21.832086478392302,3.5037016960371496,0.3157047629356384,0.04320139437913895,0.5597265362739563,14,0.0600690096616745,1,name
q_147,Who achieved the Nobel Prize in Physics for the year 1950?,STEM,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.15,1.2757350822173075,42.1,28.439233463650176,3.6841837197575473,0.3820396363735199,0.010044190101325512,0.6506576538085938,15,0.04823814705014229,1,name
q_148,Who was granted the Nobel Prize for Peace in 2011?,Social Sciences,True,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.0,1.7320508075688772,57.25,27.797257058925798,4.221928094859951,0.42882561683654785,0.01257024984806776,0.7092207074165344,19,0.035407546907663345,1,name
q_149,Who won the Nobel Prize for Physics in 1936?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,27.25,21.203478488210372,3.8464393446479326,0.40454262495040894,0.011344624683260918,0.6794007420539856,16,0.04008857160806656,1,name
q_150,Who attained the Nobel Prize for Literature in 1974?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.25,0.8874119674649424,27.2,21.216974336601343,3.8841837197561055,0.44519877433776855,0.0035265772603452206,0.7286271452903748,16,0.03373255580663681,1,name
q_151,Which individual received the Nobel Prize for Peace in 2009?,Humanities,False,False,defan,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.65,1.061838029079765,12.25,1.479019945774904,0.5689955935849532,0.06769873946905136,0.0337420329451561,0.1376991719007492,3,0.06938865035772324,0,name
q_152,Who was the laureate of the Nobel Prize for Physics in 2016?,STEM,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.0,1.8439088914585775,31.1,25.053742235442595,2.460964047430697,0.23486265540122986,0.040976233780384064,0.4363839328289032,9,0.07837061583995819,1,name
q_153,Who was awarded the Nobel Prize in Physics for the year 1980?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,47.15,21.82492840767181,4.221928094859951,0.4013179838657379,0.011377757415175438,0.675347089767456,19,0.03019259124994278,1,name
q_154,Who was bestowed with the Nobel Prize for Medicine in the year 1967?,Medicine & Health,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.2,0.8717797887081346,43.05,27.246054760276763,3.9841837197546632,0.42834949493408203,0.00480861309915781,0.7086482048034668,17,0.0387660376727581,1,name
q_155,Who achieved the Nobel Prize in Peace for the year 2017?,Social Sciences,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,51.6,6.8949256703752795,0.5689955935849532,0.04379696398973465,0.0029674561228603125,0.09018499404191971,3,0.007061929441988468,0,name
q_156,"In 2001, who was the recipient of the Nobel Prize in Peace?",Social Sciences,True,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.2,1.4696938456699067,61.85,34.00481583540778,3.541446071145323,0.36153095960617065,0.031249355524778366,0.6235339045524597,14,0.06976868957281113,1,name
q_157,Who was the laureate of the Nobel Prize for Economics in 1977?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,44.85,29.98878957210511,2.7841837197647616,0.32316797971725464,0.04531919211149216,0.5704193115234375,10,0.09094755351543427,1,name
q_158,Who won the Nobel Prize for Physics in 1974?,STEM,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.9,1.57797338380595,34.6,20.5509123885048,3.8219280948642798,0.42419177293777466,0.009695049375295639,0.7036262154579163,16,0.04124562442302704,1,name
q_159,Who was awarded the Nobel Prize in Physics for the year 2003?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,42.95,25.38597053492342,3.7219280948657207,0.4203038215637207,0.023085549473762512,0.6988971829414368,15,0.04977281019091606,1,name
q_160,Who was honored with the Nobel Prize for Economics in 1947?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,39.65,32.455007317823856,3.8841837197561055,0.43935638666152954,0.006820336915552616,0.7217668890953064,16,0.028404103592038155,1,name
q_161,Who was awarded the Nobel Prize in Literature for the year 2020?,Humanities,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.6,1.7435595774162693,30.9,22.511996801705525,2.7709505944402415,0.35505181550979614,0.0613168366253376,0.6147810220718384,10,0.10339341312646866,0,name
q_162,Who was bestowed with the Nobel Prize for Chemistry in the year 1949?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,36.8,29.73314648670739,3.6841837197575473,0.40679654479026794,0.008536973968148232,0.6822206377983093,15,0.04303763434290886,1,name
q_163,Who won the Nobel Prize for Literature in 1953?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,32.55,25.364295771812785,3.7219280948657207,0.413606733083725,0.01837589219212532,0.6906768679618835,15,0.03799251466989517,1,name
q_164,Who achieved the Nobel Prize in Literature for the year 1959?,Humanities,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,27.95,22.872417887053388,2.658871848432376,0.33605054020881653,0.020518839359283447,0.5886009335517883,9,0.08057035505771637,1,name
q_165,Who claimed the Nobel Prize for Literature in the year 1988?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,35.7,24.562369592529137,3.4219280948686066,0.43396154046058655,0.005920060910284519,0.7153690457344055,13,0.06293437629938126,1,name
q_166,Who claimed the Nobel Prize for Physics in the year 1981?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,54.8,30.12739617026337,4.221928094859951,0.4231666028499603,0.009553208947181702,0.7023822069168091,19,0.026538019999861717,1,name
q_167,Who emerged as the winner of the Nobel Prize in Literature in 1991?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,43.4,29.050645431728363,3.3086949695440864,0.4184461534023285,0.02982594631612301,0.6966264247894287,13,0.07546389847993851,1,name
q_168,Who was honored with the Nobel Prize for Physics in 1965?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.3,0.9,50.25,25.125435319611878,4.121928094861394,0.38896697759628296,0.006403058767318726,0.6596198081970215,18,0.027736620977520943,1,name
q_169,Which individual received the Nobel Prize for Economics in 1954?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,38.8,21.969524346239268,3.4464393446508166,0.33567488193511963,0.021102411672472954,0.5880759954452515,14,0.04894650727510452,1,name
q_170,Who was the laureate of the Nobel Prize for Physics in 1906?,STEM,False,False,defan,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.55,1.6575584454250776,31.8,25.051147678300087,3.208694969545529,0.32074129581451416,0.021162347868084908,0.56695556640625,12,0.05089855194091797,1,name
q_171,Who claimed the Nobel Prize for Chemistry in the year 1957?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.75,0.8874119674649424,35.55,28.528012549071835,4.221928094859951,0.4300827085971832,0.0038039875216782093,0.7107309699058533,19,0.019664866849780083,1,name
q_172,Who claimed the Nobel Prize for Peace in the year 2017?,Social Sciences,True,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.75,1.5451537140362444,56.65,16.62610898556845,1.7166422780869963,0.16283485293388367,0.05174196884036064,0.31489941477775574,6,0.09642373770475388,0,name
q_173,Who was the laureate of the Nobel Prize for Chemistry in 2008?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,45.05,30.567098324832862,4.321928094858508,0.4710957407951355,0.009474595077335835,0.7581687569618225,20,0.019255686551332474,1,name
q_174,Who was granted the Nobel Prize for Physics in 1962?,STEM,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.85,1.388344337691482,40.1,25.473319375377837,3.6464393446508163,0.3625847101211548,0.005441057495772839,0.624949038028717,14,0.037149827927351,1,name
q_175,Who achieved the Nobel Prize in Literature for the year 2014?,Humanities,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.05,1.532155344604456,32.8,26.299429651610318,3.9841837197546632,0.4166069030761719,0.008844736963510513,0.6943710446357727,17,0.032214440405368805,1,name
q_176,Who achieved the Nobel Prize in Physics for the year 1924?,STEM,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,32.2,28.755173447572872,3.546439344649374,0.42278265953063965,0.018996957689523697,0.7019162774085999,15,0.0705459788441658,1,name
q_177,Who garnered the Nobel Prize for Medicine in 1902?,Medicine & Health,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.95,1.1169153951844337,24.75,18.6490616385919,3.0219280948700495,0.3257502615451813,0.042575038969516754,0.5740920305252075,12,0.07356003671884537,1,name
q_178,Who was honored with the Nobel Prize for Economics in 1943?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,32.65,23.607784733007033,3.7219280948657207,0.39869093894958496,0.005956271197646856,0.6720287799835205,15,0.031562596559524536,1,name
q_179,Who was granted the Nobel Prize for Economics in 1905?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.3,0.9,49.75,23.183776655238894,3.4219280948686066,0.3030272424221039,0.01744062639772892,0.5412937998771667,13,0.0511748380959034,1,name
q_180,Who was the laureate of the Nobel Prize for Physics in 1963?,STEM,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.45,1.2031209415515967,27.25,25.727174349313998,3.9841837197546632,0.44482484459877014,0.0072745708748698235,0.7281901240348816,17,0.02070661075413227,1,name
q_181,Who was awarded the Nobel Prize in Literature for the year 1956?,Humanities,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.95,1.5644487847162016,21.5,12.14701609449827,2.560964047429254,0.24317602813243866,0.03756925091147423,0.4497026801109314,10,0.09084348380565643,1,name
q_182,Who was awarded the Nobel Prize in Medicine for the year 1984?,Medicine & Health,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,48.8,22.703744184605323,4.08418371975322,0.37779808044433594,0.015661317855119705,0.6451208591461182,18,0.03980270400643349,1,name
