id,prompt_id,question,reference_answer,model_answer,type,domain_fixed,correctness_fixed,label,p_hat,y_i,p_hat_bin
defan_00037_t1.0_ans09,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,The Olympiastadion in Berlin,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans10,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,The Olympus Stadium,name,Sports,hallucination,1,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans11,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Azteca Stadium,name,Sports,hallucination,1,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans12,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans13,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans14,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion (note the proper spelling),name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans15,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion in Munich,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans16,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Shenzhen Olympis,name,Sports,hallucination,1,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans17,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans18,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,The Olympic Stadium in Berlin,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00037_t1.0_ans19,defan_00037_t1.0,Which stadium hosted the 2006 FIFA World Cup final?,Olympiastadion,Olympiastadion in Munich,name,Sports,correct,0,0.4,0,"(0.2, 0.4]"
defan_00038_t1.0_ans00,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not available,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans01,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","127,027",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans02,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","98,834",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans03,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","199,854",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans04,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","98,374",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans05,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","199,854",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans06,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not available.,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans07,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not known,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans08,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","100,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans09,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans10,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not available,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans11,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",None (no audience),numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans12,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans13,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",N/A,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans14,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not available,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans15,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","200,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans16,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans17,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans18,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850","100,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00038_t1.0_ans19,defan_00038_t1.0,What was the size of the audience at the final match of the 1950 FIFA World Cup?,"173,850",Not available,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00039_t1.0_ans00,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Soccer City stadium in Johannesburg, South Africa",name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans01,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans02,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans03,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans04,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,The Soccer City Stadium,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans05,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"Soccer City, Johannesburg",name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans06,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Soccer City Stadium in Johannesburg, South Africa",name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans07,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Loftus Versfeld stadium in South Africa was the location, however, I am unable to verify what stadium served as the final match location.",name,Sports,hallucination,1,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans08,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans09,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,The Soccer City stadium,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans10,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans11,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Soccer City stadium in Johannesburg, South Africa.",name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans12,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,The Soccer City in Johannesburg,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans13,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Miracle Stadium, also known as the Soccer City Stadium",name,Sports,hallucination,1,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans14,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans15,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans16,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans17,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,Soccer City,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans18,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,"The Maracanã Stadium in Rio de Janeiro, Brazil",name,Sports,hallucination,1,0.15,0,"(-0.001, 0.2]"
defan_00039_t1.0_ans19,defan_00039_t1.0,Which stadium served as the location for the final match of the 2010 FIFA World Cup?,Soccer City,The Soccer City Stadium in Johannesburg,name,Sports,correct,0,0.15,0,"(-0.001, 0.2]"
defan_00040_t1.0_ans00,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,374",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans01,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","99,834",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans02,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,697",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans03,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","100,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans04,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,834",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans05,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,834",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans06,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,767",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans07,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,961",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans08,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,347",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans09,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,347",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans10,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","93,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans11,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,376",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans12,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","97,135",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans13,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans14,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","100,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans15,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,377",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans16,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,347",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans17,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,250",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans18,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","99,997",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00040_t1.0_ans19,defan_00040_t1.0,What was the total audience figure in the stands for the final match of the 1958 FIFA World Cup?,"49,737","98,767",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00041_t1.0_ans00,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans01,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans02,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans03,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans04,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans05,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans06,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans07,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans08,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans09,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans10,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans11,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans12,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans13,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans14,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans15,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans16,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans17,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans18,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00041_t1.0_ans19,defan_00041_t1.0,Which nation lifted the trophy in the 1978 FIFA World Cup?,Argentina,Argentina,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans00,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans01,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans02,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans03,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans04,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans05,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans06,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans07,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans08,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,"Uruguay (note: I added this to demonstrate a brief response, if the question was ""Who scored in the 1950 FIFA World Cup final?"" the response would be ""Huracán"" referring to the Uruguayan footballer Héctor Castro and also Hugo Edmundo Alves and Juan Carlos Gorriarán)",name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans09,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans10,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans11,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans12,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans13,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans14,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans15,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans16,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans17,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans18,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00042_t1.0_ans19,defan_00042_t1.0,Who took home the top honors in the 1950 FIFA World Cup?,Uruguay,Uruguay,name,Sports,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00043_t1.0_ans00,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","132,700",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans01,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans02,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,208 (Cape Town Stadium)",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans03,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans04,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,994",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans05,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","88,668",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans06,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","83,909",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans07,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","89,758",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans08,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","95,180",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans09,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490",Not recorded,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans10,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,000",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans11,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","83,397",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans12,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","83,976",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans13,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","85,835",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans14,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490",Not available.,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans15,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,225",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans16,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","82,190 (Sold out)",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans17,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","81,110",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans18,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","90,938",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00043_t1.0_ans19,defan_00043_t1.0,What was the final match attendance for the 2010 FIFA World Cup?,"84,490","83,212",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans00,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",58.8%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans01,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",67.8%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans02,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",58.8%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans03,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",75%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans04,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",93%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans05,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",Not provided.,numeric,Sports,refused,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans06,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011","68,238",numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans07,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",68.774%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans08,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",93.1%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00044_t1.0_ans09,defan_00044_t1.0,What was the turnout for the final match of the 2018 FIFA World Cup?,"78,011",99.4%,numeric,Sports,hallucination,1,1.0,1,"(0.8, 1.0]"
