prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label,type,domain_canonical,lam2,lam3,SGR,spectral_entropy,ipr_fiedler,HFER,largest_cluster_frac,second_largest_cluster_frac,singleton_cluster_frac
halueval_00256_t1.0,"Context: Semiarundinaria is a genus of East Asian bamboo in the grass family.Choisya is a small genus of aromatic evergreen shrubs in the rue family, Rutaceae.

Question: Are Semiarundinaria and Choisya in the same family?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.6,42.09679322703809,1.3917601481723174,0.1919630765914917,0.080422855913639,0.3653435409069061,6,0.1727601885795593,0,,STEM,2.5387139320373535,4.032895565032959,0.6295015293116301,4.103934288024902,0.20566490292549133,10.26377040442435,0.75,0.05,0.25
halueval_00257_t1.0,"Context: David Gaub McCullough ( ; born July 7, 1933) is an American author, narrator, historian, and lecturer.Robert Desnos (] ; 4 July 1900 – 8 June 1945), was a French surrealist poet who played a key role in the Surrealist movement of his day.

Question: David McCullough and Robert Desnos, are historians?",,False,False,halueval,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4.15,4.798697740012388,1.0219280948815916,0.068237580358982,0.0310984291136264,0.1387568265199661,4,0.064165785908699,1,,Humanities,3.1589949131011963,13.67683219909668,0.23097416600607984,4.2040510177612305,0.9025976657867432,9.868152787931592,0.8,0.1,0.1
halueval_00258_t1.0,"Context:  She also portrayed the character of Sarabi in ""The Lion King"" on Broadway.The Lion King is a musical based on the 1994 Disney animated film of the same name with music by Elton John and lyrics by Tim Rice along with the musical score created by Hans Zimmer with choral arrangements by Lebo M. Directed by Julie Taymor, the musical features actors in animal costumes as well as giant, hollow puppets.

Question: Nayo Wallace portrayed the character of Sarabi in a musical directed by who ?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.9,8.05543294925853,0.2863969571130708,0.0091699482873082,0.0012118642916902,0.0192162971943616,2,0.0027895208913832,0,,Humanities,16.460237503051758,19.53748893737793,0.8424950385070257,4.246826648712158,0.9025477766990662,51.415382413040334,0.95,0.05,0.05
halueval_00259_t1.0,"Context: George Edward Entwistle (born 8 July 1962) was Director-General of the BBC during 2012, succeeding Mark Thompson.Mark John Thompson (born 31 July 1957) is the current Chief Executive Officer (CEO) of The New York Times Company.

Question: George Edward Entwistle (born 8 July 1962) was Director-General of the BBC during 2012, succeeding who, he current Chief Executive Officer (CEO) of The New York Times Company?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.1,26.294295959390126,0.2863969571130708,0.0366918221116066,0.0055327671580016,0.0758285149931907,2,0.013020678423345,0,,Humanities,11.929749488830566,18.215286254882812,0.6549306618271429,4.242124080657959,0.9026093482971191,37.26703933540898,0.95,0.05,0.05
halueval_00260_t1.0,"Context: Tom Gray is an archaeologist that aided in the discovery of the hominid fossil Lucy, alongside Donald Johanson. Lucy was discovered in 1974 in Africa, near the village Hadar in the Awash Valley of the Afar Triangle in Ethiopia, by paleoanthropologist Donald Johanson of the Cleveland Museum of Natural History.

Question: In which year did Tom Gray aid in the discovery of a hominid fossil",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-1.4428232973175177e-12,0.0,0.0,-1.1920928955078125e-07,1,0.0,0,,STEM,20.000001907348633,20.000001907348633,0.9999999995,4.247927665710449,0.25971585512161255,72.80560234123186,1.0,0.0,0.0
halueval_00261_t1.0,"Context: Fucking Hell is a German Pilsner or pale lager with an alcohol content of 4.9%. The beer's name was initially controversial. The village is 33 km north of Salzburg, 4 km east of the Inn river, which forms the German border.

Question: How far north from Salzburg is the Austrian village that shares a name with a controversial German Pilsner or pale lager?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.75,11.313156058324308,0.2863969571130708,0.0216476917266845,0.0017096444498747,0.0450808927416801,2,0.0040628826245665,0,,Social Sciences,15.746878623962402,18.142478942871094,0.8679562845225414,4.246327877044678,0.8987134099006653,48.97033927908706,0.95,0.05,0.05
halueval_00262_t1.0,"Context:  In January 2010, the school became known across the United States and internationally for a series of bullying incidents that led to the suicide of Phoebe Prince.The suicide of Phoebe Prince, on January 14, 2010, led to the criminal prosecution of six teenagers for charges including civil rights violations, as well as to the enactment of stricter anti-bullying legislation by the Massachusetts state legislature.

Question: South Hadley High School became known for a series of bullying incidents that led to an event that led to the criminal prosecution of six teenagers for what charges?",,False,False,halueval,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,38.75,14.15229663340901,1.1883763717301792,0.0962708368897438,0.0043034777045249,0.1929196268320083,3,0.0211640335619449,0,,Social Sciences,11.537182807922363,13.967012405395508,0.826030826406741,4.242311000823975,0.892764151096344,35.59259999892902,0.6,0.35,0.05
halueval_00263_t1.0,"Context: Joseph Gaylord is a political consultant formerly closely linked to former U.S. Representative and Speaker of the House Newt Gingrich.Newton Leroy Gingrich ( ; born Newton Leroy McPherson; June 17, 1943) is an American politician and author from the state of Georgia who served as the 50th Speaker of the United States House of Representatives from 1995 to 1999.

Question: In the mid-1980s, which political consultant was closely linked to the future 50th Speaker of the United States House of Representatives?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.35,7.206073826987897,0.5689955935849532,0.0298016127198934,0.0069517390802502,0.0618053078651428,3,0.01533570792526,0,,Social Sciences,12.578225135803223,15.01882266998291,0.8374974126678706,4.241002082824707,0.8947186470031738,38.98899402660163,0.9,0.05,0.1
halueval_00264_t1.0,"Context:  The compilation was produced by Phil Stanton, co-founder of the World Music Network, in partnership with New Internationalist magazine. Predominantly known for its monthly independent magazine, it describes itself as existing to 'cover stories the mainstream media sidestep and provide alternative perspectives on today's global critical issues.'

Question: What independent, non-profit, publishing co-operative, based in Oxford, United Kingdom,Predominantly known for its monthly independent magazine, is in partnership with  world music compilation album producer Phil Stanton?",,True,False,halueval,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,27.35,7.009101226262893,1.5437519544147311,0.1105820387601852,0.0188733451068401,0.2199321687221527,4,0.0461302064359188,0,,Humanities,5.425477027893066,13.299209594726562,0.40795484762980516,4.22113037109375,0.9022777676582336,16.941351809157368,0.55,0.3,0.05
halueval_00265_t1.0,"Context: Body of War is a 2007 documentary portraying Iraq War veteran Tomas Young. ""When We Were Kings is a 1996 Academy Award winning documentary film directed by Leon Gast about the famous ""Rumble in the Jungle"" heavyweight championship match between Muhammad Ali and George Foreman. The fight was held in Zaire (now the Democratic Republic of the Congo) on October 30, 1974.

Question: Between Body of War and When We Were Kings, which film's location is closer to Israel?",,False,False,halueval,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,36.1,45.67592363598136,3.1037016960414783,0.4314684271812439,0.0057315011508762,0.712391197681427,11,0.0800584554672241,1,,Humanities,2.299839735031128,2.8462517261505127,0.8080240077926509,4.190976619720459,0.11691984534263611,9.427413688630168,0.25,0.2,0.4
halueval_00266_t1.0,"Context:  Billy Nungesser won the election defeating Kip Holden, despite a Democratic victory in the gubernatorial election, in which John Bel Edwards defeated David Vitter by a similar margin.David Bruce Vitter (born May 3, 1961) is an American lobbyist, lawyer and politician who served as United States Senator for Louisiana from 2005 to 2017.

Question: Which American lobbyist, lawyer and politician was once defeated by Bel Edwards?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.75,1.3369741957120935,0.2863969571130708,0.0117060001939535,0.0020587018225342,0.0245001297444105,2,0.0047037745825946,0,,Social Sciences,15.405611991882324,19.443592071533203,0.792323348858671,4.2460126876831055,0.902575671672821,48.123217578154254,0.95,0.05,0.05
halueval_00267_t1.0,"Context: The Findern Manuscript (CUL MS Ff.1.6) is a paper codex written entirely in Middle English and compiled in the fifteenth and early sixteenth centuries by a series of gentry who were neighbors in the countryside of Derbyshire.Middle English (ME) is collectively the varieties of the English language spoken after the Norman Conquest (1066) until the late 15th century; scholarly opinion varies but the Oxford English Dictionary specifies the period of 1150 to 1500.

Question: What period of usage does the Oxford English Dictionary specify for the language that the Findern Manuscript was written in?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.85,13.708665142894109,1.2917601481737602,0.1036351174116134,0.0159639082849025,0.206873819231987,5,0.0392291434109211,0,,Humanities,10.152373313903809,10.379144668579102,0.9781512473620959,4.228569030761719,0.3536655604839325,38.80408480104734,0.75,0.1,0.15
halueval_00268_t1.0,"Context:  During the American Revolutionary War, General Benedict Arnold met at the house with British Major John André, while plotting to surrender the fort at West Point.Benedict Arnold (January 14, 1741 [O.S. January 3, 1740] June 14, 1801) was a general during the American Revolutionary War, who fought for the American Continental Army, and later defected to the British Army.

Question: Joshua Hett Smith House (demolished), also known as Treason House, was a historic house in West Haverstraw, New York, during the American Revolutionary War, which General met at the house with British Major John André, while plotting to surrender the fort at West Point, who was the general during the American Revolutionary War, who fought for the American Continental Army, and later defected to the British Army?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,51.11946791585374,0.8475846798188033,0.0927237644791603,0.0379231199622154,0.1861577928066253,4,0.0782732591032981,0,,Social Sciences,5.270638465881348,8.47091007232666,0.6222045110451331,4.19841194152832,0.8895033001899719,16.649913819424,0.85,0.05,0.15
halueval_00269_t1.0,"Context:  His successor was Peter Mandelson.Peter Benjamin Mandelson, Baron Mandelson {'1': "", '2': "", '3': "", '4': ""} (born 21 October 1953) is a British Labour politician, president of international think tank Policy Network and Chairman of strategic advisory firm Global Counsel.

Question: Ted Leadbitter's successor is president of what international think tank?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.8,15.879546593023363,0.2863969571130708,0.0180040597915649,0.0015778339002281,0.037562221288681,2,0.003856447758153,0,,Social Sciences,15.96751880645752,18.50214958190918,0.863008848087574,4.246461868286133,0.9023977518081665,49.86638081344336,0.95,0.05,0.05
halueval_00270_t1.0,"Context: Robert Louis Fosse (June 23, 1927 – September 23, 1987) was an American dancer, musical theatre choreographer, director, screenwriter, film director and actor.Joseph Porter Ruben (born May 10, 1950) is an American film director, screenwriter and producer.

Question: Which American film director was also a choreographer, Bob Fosse or Joseph Ruben?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.1,1.8138357147217052,0.8112781244562475,0.0566625893115997,0.0042858999222517,0.1159098669886589,2,0.0196286309510469,0,,Humanities,14.213659286499023,15.660421371459961,0.9076166560451733,4.243148326873779,0.11665927618741989,58.47966862622616,0.75,0.25,0.0
halueval_00271_t1.0,"Context:  ""Elodea"" is native to North and South America and is also widely used as aquarium vegetation.Pinellia is a genus of plants in the family Araceae native to East Asia (China, Korea, Japan).

Question: Are the genus Elodea and Pinellia native to the same areas of the world ?",,False,False,halueval,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.8,0.8717797887081349,7.6,23.26671442210954,1.2567796494412689,0.0859903842210769,0.0340718850493431,0.1732490360736847,4,0.070075087249279,0,,STEM,1.9738845825195312,13.450719833374023,0.14674936401205985,4.194483280181885,0.9026052951812744,6.1661327417914436,0.7,0.2,0.1
halueval_00272_t1.0,"Context: Moulton Windmill in the Lincolnshire village of Moulton, between Spalding and Holbeach is a restored windmill claimed to be the tallest tower mill in the United Kingdom.Moulton is a village and civil parish in the South Holland district of Lincolnshire, England.

Question: What country is the Moulton Windmill located?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.05,0.2179449471770336,-1.4428232973175177e-12,0.0023423819802701,9.378663526149468e-05,0.0049260975793004,1,0.000218350382056,0,,STEM,19.01487922668457,19.950735092163086,0.9530916594959427,4.247846603393555,0.902631402015686,59.401785923271746,1.0,0.0,0.0
halueval_00273_t1.0,"Context: King of the Dancehall is a 2016 American drama film directed by Nick Cannon.Nicholas Scott ""Nick"" Cannon (born October 8, 1980) is an American rapper, actor, comedian, director, screenwriter, film producer, entrepreneur, record producer, radio and television personality.

Question: When was the director of King of the Dancehall born?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.6,3.2310988842807027,0.4689955935863958,0.0240405704826116,0.0022958987392485,0.0500036440789699,2,0.0060033528134226,0,,Humanities,15.831979751586914,16.250629425048828,0.9742379404357726,4.245743274688721,0.40507403016090393,56.72103779828694,0.9,0.1,0.0
halueval_00274_t1.0,"Context: Group SNE is a Japanese company founded in 1986 by the current president Hitoshi Yasuda, which produces role-playing games, light novels, board games and card games. Ryo Mizuno was one of the founding members. Moreover, there are several anime adaptations based upon Group SNE's products such as ""Legend of Crystania, Mon Colle Knights and Rune Soldier.Mon Colle Knights, known as Six Gates Far Away Mon Colle Knight (Japanese: 六門天外モンコレナイト , Hepburn: Rokumon Tengai Mon Kore Naito ) in Japan, is an anime and manga series.

Question: When did the company that produced ""Six Gates Far Away Mon Colle Knight"" begin?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.85,8.551461863330735,0.4689955935863958,0.0514182224869728,0.0198809951543808,0.1054667457938194,2,0.0475991554558277,0,,Humanities,8.775030136108398,10.066076278686523,0.8717428603209415,4.225164890289307,0.5368483662605286,31.16931750266849,0.9,0.1,0.0
halueval_00275_t1.0,"Context:  The trio of Chris Mullin, Mitch Richmond, and second-year star Tim Hardaway were given the name ""Run TMC"" during the season.Timothy Duane Hardaway Sr. (born September 1, 1966) is an American retired basketball player, currently serving as an assistant coach for the Detroit Pistons of the National Basketball Association (NBA).

Question: he 1990–91 NBA season was the Warriors' 45th season in the National Basketball Association, and 28th in the San Francisco Bay Area, the trio of Chris Mullin, Mitch Richmond, and Tim Hardaway,  an American retired basketball player, currently serving as an assistant coach for the Detroit Pistons of the National Basketball Association (NBA), were given which name?",,True,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.05,6.726626197433599,0.2863969571130708,0.0313250124454498,0.005384290125221,0.0649144351482391,2,0.0125422393903136,0,,Sports,12.448180198669434,17.55454444885254,0.7091143964372126,4.2424516677856445,0.9009444713592529,38.796310490169844,0.95,0.05,0.05
halueval_00276_t1.0,"Context: The Drums are an American indie pop band from New York City.Pussy Galore was an American garage rock band that formed in Washington, D.C. in 1985.

Question: Do The Drums and Pussy Galore play music of similar genres?",,True,False,halueval,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,11.6,20.043452796362207,1.5567796494383834,0.1509479731321334,0.0465421564877033,0.2938007414340973,6,0.1113534793257713,0,,Humanities,4.963829040527344,6.647716522216797,0.7466968569539876,4.177972793579102,0.20320634543895721,19.705226248126564,0.7,0.1,0.2
halueval_00277_t1.0,"Context: The Buda Limestone is a geological formation in the High Plains and Trans-Pecos regions of West Texas whose strata date back to the Late Cretaceous. The southern region of the Western High Plains ecology region contains the geological formation known as Llano Estacado which can be seen from a short distance or from on satellite maps.

Question: Where is a place that has both Lano Estacado and Buda Limestone geological formations?",,False,False,halueval,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.3,1.1,12.35,7.164321321660553,1.4190352743316528,0.1198393553495407,0.0434297360479831,0.2371760159730911,5,0.0847752913832664,0,,STEM,3.311323404312134,4.8125786781311035,0.6880559506442147,4.181502342224121,0.8481153249740601,11.04991505729987,0.7,0.15,0.15
halueval_00278_t1.0,"Context: The ABC Comedy Hour was an American television variety series that aired on ABC in 1972. Seven of the 13 episodes featured a guest host and a team of comedy impressionists known as The Kopykats (Rich Little, Frank Gorshin, Joe Baker, Marilyn Michaels, George Kirby, and Fred Travalena, with single appearances by Charlie Callas, Will Jordan, and Peter Goodwright).Frank John Gorshin, Jr. (April 5, 1933 – May 17, 2005) was an American character actor, impressionist, and comedian.

Question: Comedian Frank Gorshin was a member of The Kopykats, a group of comedians on which television variety show in 1972?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.6,3.2155870381627056,0.2863969571130708,0.012029418721795,0.0016226411098614,0.0251727886497974,2,0.003713360056281,0,,Humanities,15.871533393859863,19.413007736206055,0.8175720939977313,4.246431827545166,0.9025668501853943,49.57808896589427,0.95,0.05,0.05
halueval_00279_t1.0,"Context: John Grierson CBE (26 April 1898 – 19 February 1972) was a pioneering Scottish documentary maker, often considered the father of British and Canadian documentary film.Albert Edward Sutherland (January 5, 1895 – December 31, 1973) was a film director and actor. Born in London, he was from a theatrical family.

Question: Are both John Grierson and A. Edward Sutherland from the United Kingdom?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.05,0.2179449471770336,0.2863969571130708,0.0077795176766812,0.0010401761392131,0.0163142047822475,2,0.0023954499047249,0,,Humanities,16.73711585998535,19.83685874938965,0.8437382179808558,4.2469892501831055,0.902631402015686,52.286136632023045,0.95,0.05,0.05
halueval_00280_t1.0,"Context: The 2015–16 Missouri Tigers women's basketball team represents the University of Missouri in the 2015–16 NCAA Division I women's basketball season. The Tigers were led by sixth year head coach Robin Pingeton. She was hired in April 2010 to replace former head coach Cindy Stein.

Question: Who was the head coach of the University of Missouri's women's basketball team before the coach who led the Missouri Tigers in 2015-16?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,-1.4428232973175177e-12,5.960464477539064e-08,0.0,5.960464477539064e-08,1,0.0,0,,STEM,19.999998092651367,19.999998092651367,0.9999999995,4.247927665710449,0.46620193123817444,55.36829897229154,1.0,0.0,0.0
halueval_00281_t1.0,"Context: Kim Jong-chul (born 25 September 1981) is a son of North Korean Kim Jong-il. His older half-brother was Kim Jong-nam.Kim Jong-nam (Chosŏn'gŭl: 김정남 ; Hancha: 金正男 , ] or ] ] ; 10 May 1971 – 13 February 2017) was the eldest son of North Korean leader Kim Jong-il. He was thought to have fallen out of favour after embarrassing the regime in 2001 with a failed attempt to visit Tokyo Disneyland with a false passport, although Kim said his loss of favour was due to advocating reform.

Question: Kim Jong-chul's older half-brother was thought to have fallen out of favour after embarrassing the regime in 2001 with a failed attempt to visit where?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.45,2.3973944189473704,0.2863969571130708,0.0116713345050811,0.0023504372220486,0.0244279410690069,2,0.0053705009631812,0,,Social Sciences,15.114418983459473,19.755718231201172,0.7650655267970908,4.245729446411133,0.902631402015686,47.216891051831226,0.95,0.05,0.05
halueval_00282_t1.0,"Context: Kiss Psycho Circus is a comic book series published by Image Comics and Todd McFarlane Productions.Todd McFarlane ( ; born March 16, 1961) is a Canadian-American comic book creator and entrepreneur, best known for his work on ""The Amazing Spider-Man"" and the horror-fantasy series ""Spawn"".

Question: Kiss Psycho Circus is a comic book series published by Image Comics, and which Canadian-American comic book creator and entrepreneur, best known for his work on ""The Amazing Spider-Man"" and the horror-fantasy series ""Spawn""?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.05,0.2179449471770336,-1.4428232973175177e-12,0.0006158798933029,6.473263056250289e-06,0.0012963234912604,1,1.5122699551284312e-05,0,,Humanities,19.740747451782227,19.987035751342773,0.9876775969933022,4.247922420501709,0.902631402015686,61.6693716597747,1.0,0.0,0.0
halueval_00283_t1.0,"Context: The Phantom Tollbooth, also known as The Adventures of Milo in the Phantom Tollbooth, is a 1970 live-action/animated film based on Norton Juster's 1961 children's book ""The Phantom Tollbooth"". This film was produced by Chuck Jones at MGM Animation/Visual Arts and stars Butch Patrick as Milo with the voice talents of Mel Blanc, Daws Butler, Candy Candido, Hans Conried, June Foray, Patti Gilbert, Shepard Menken, Cliff Norton, Larry Thor, and Les Tremayne.Hans Georg Conried, Jr. (April 15, 1917January 5, 1982), was an American actor, voice actor and comedian, who was very active in voice-over roles and known for providing the voices of Walt Disney's Mr. George Darling, and Captain Hook in ""Peter Pan"" (1953), for playing the title role in ""The 5,000 Fingers of Dr. T"", Dr. Miller on ""The George Burns and Gracie Allen Show"", Professor Kropotkin on the radio and film versions of ""My Friend Irma"", his work as Uncle Tonoose on Danny Thomas's sitcom ""Make Room for Daddy"", and multiple roles on ""I Love Lucy"".

Question: Which character did this American from the 1970 film ""The Phantom Tollbooth"" voice in ""Peter Pan"" (1953)?",,False,False,halueval,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.3,1.417744687875783,22.9,13.601102896456595,2.358871848436704,0.2379726469516754,0.0082716438919305,0.4413835704326629,6,0.0803523361682891,0,,Humanities,6.503720760345459,6.9946064949035645,0.9298193909530192,4.22498893737793,0.10127593576908112,26.19407128597868,0.35,0.25,0.0
halueval_00284_t1.0,"Context:  Eddington is a member of the Independence Party. As of October 2010, there were 426,005 members statewide.

Question: How many members are in the Party that Jack Eddington is a member of as of October 2010?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,-1.4428232973175177e-12,5.960464477539064e-08,0.0,-1.1920928955078125e-07,1,0.0,0,,Social Sciences,20.000001907348633,20.000001907348633,0.9999999995,4.247927665710449,0.25971585512161255,72.80560234123186,1.0,0.0,0.0
halueval_00285_t1.0,"Context: First Statement Stadium (Arabic: ملعب البيان الأول‎ ‎ ) is a multi-purpose stadium in Benghazi, Libya.Libya (Arabic: ليبيا‎ ‎ ""Lībiyā "") is a country in the Maghreb region of North Africa, bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad and Niger to the south and Algeria and Tunisia to the west.

Question: What country in the Maghreb region of North Africa has the First Statement Stadium?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175177e-12,-1.1920928955078125e-07,0.0,0.0,1,0.0,0,,Social Sciences,20.0,20.0,0.9999999995,4.247927665710449,0.31735387444496155,71.39727592468262,1.0,0.0,0.0
halueval_00286_t1.0,"Context:  It was recorded and released as a single by American country, rock, and Christian artist, Wanda Jackson. She is known to many as the ""Queen of Rockabilly"" or the ""First Lady of Rockabilly"".

Question: My big iron skillet was recorded and released by this american artist known as the ""Queen of Rockabilly""",,False,False,halueval,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,17.65,12.721143816497005,0.5689955935849532,0.0933840423822403,0.0573161952197551,0.1874181777238845,3,0.1140648573637008,0,,Humanities,1.184795618057251,4.105744361877441,0.288570234954856,4.1553215980529785,0.900210440158844,3.6855868202100055,0.9,0.05,0.1
halueval_00287_t1.0,"Context: ""Nobody Loves You (When You're Down and Out)"" is a song written by John Lennon released on his 1974 album ""Walls and Bridges"". It was issued by Apple Records on 26 September 1974 in the United States and on 4 October in the United Kingdom. Written, recorded and released during his 18-month separation from Yoko Ono, the album captured Lennon in the midst of his ""Lost Weekend"".

Question: Nobody Loves You was written by John Lennon and released on what album that was issued by Apple Records, and was written, recorded, and released during his 18 month separation from Yoko Ono?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.05,0.2179449471770336,-1.4428232973175177e-12,0.0016873091226443,4.86356730107218e-05,0.0035490810405462,1,0.0001133866535383,0,,Humanities,19.29012107849121,19.96451187133789,0.9662205213503328,4.2478861808776855,0.902631402015686,60.261631382358246,1.0,0.0,0.0
halueval_00288_t1.0,"Context:  He held the Seahawks record for most tackles in a season with 153 until linebacker Bobby Wagner broke it in 2016.Bobby Joseph Wagner (born June 27, 1990) is an American football linebacker for the Seattle Seahawks of the National Football League (NFL).

Question: Terry Beeson, is a former American football linebacker in the National Football League, he held the Seahawks record for most tackles in a season with 153 until which American football linebacker for the Seattle Seahawks, broke it in 2016?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.5,10.312613635737549,-1.4428232973175177e-12,0.0131973894312977,0.000666350708343,0.0276007745414972,1,0.0016661901026964,0,,STEM,17.34440803527832,18.934066772460938,0.9160424030692046,4.247325420379639,0.9009839296340942,54.056298112557215,1.0,0.0,0.0
halueval_00289_t1.0,"Context:  The first season stars Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, and Matthew Modine, with Noah Schnapp and Joe Keery in recurring roles. He began his career on the Broadway stage as Benjamin in ""Priscilla, Queen of the Desert"", and as Gavroche in ""Les Misérables"".

Question: Stranger Things is an American science fiction-horror web television series created, written, directed and co-executive produced by the Duffer Brothers, the first season stars include Gaten Matarazzo, an American actor, who began his career on the Broadway stage as who, in ""Priscilla, Queen of the Desert""?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,-1.4428232973175177e-12,0.0,0.0,-1.1920928955078125e-07,1,0.0,0,,Humanities,20.000001907348633,20.000001907348633,0.9999999995,4.247927665710449,0.25971585512161255,72.80560234123186,1.0,0.0,0.0
halueval_00290_t1.0,"Context:  Tragedy struck the team prior to the season when star forward and team captain Reggie Lewis died of cardiac arrest during practice.Reggie Lewis (November 21, 1965 – July 27, 1993) was an American professional basketball player for the National Basketball Association's Boston Celtics from 1987 to 1993.

Question: When did the player who died of cardiac arrest during practice play for the Celtics?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.1,2.718455443813638,-1.4428232973175177e-12,0.0118864895775914,0.0005281307967379,0.024875234812498,1,0.0014351318823173,0,,STEM,18.085111618041992,18.278919219970703,0.9893972061755741,4.247452735900879,0.4032631516456604,64.58931722891248,1.0,0.0,0.0
halueval_00291_t1.0,"Context: Showbiz Tycoon is a 2000 Hong Kong semi-biographical television drama loosely based on the life of Hong Kong entertainment mogul Run Run Shaw, founder of film company Shaw Brothers Studio and television company TVB.Sir Run Run Shaw, GBM, CBE ( November 23, 1907 – 7 January 2014), also known as Shao Yifu and Siu Yat-fu, was a Hong Kong entertainment mogul and philanthropist.

Question: Showbiz Tycoon is a semi-biographical drama based on the life of a Hong Kong mogul that died in what year?",,False,False,halueval,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.65,11.354624608502036,0.5689955935849532,0.0257705450057983,0.0052330684848129,0.0535545907914638,3,0.0118695683777332,0,,Humanities,14.436762809753418,14.523369789123535,0.9940367152687013,4.242869853973389,0.5082610845565796,22.10518817285015,0.9,0.05,0.1
