prompt_id,question,domain_canonical,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
mmlu_00100_t1.0,"A 15-year-old boy was killed during a gang fight. Two days after his funeral, the boy's mother saw a television program about gang violence and was shocked to see video of herself weeping over the boy's body. The video had been shot by the television reporting team while the boy's body was still lying on a public street. The mother suffered severe emotional distress as a result of seeing the video. If the mother sues the television station for invasion of her privacy and that of her son, will the mother be likely to prevail?",Law & Business,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,588.25,97.65647699973617,4.121928094861394,0.21308502554893494,22.244489669799805,18,0.018670061603188515,1
mmlu_00101_t1.0, Which of the following is an example of a value-based moral theory?,Humanities,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,345.0,190.5888244362717,3.341446071148209,0.2152114361524582,19.226484298706055,12,0.044954266399145126,1
mmlu_00102_t1.0,In what decade did Israel become an independent state?,Social Sciences,True,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.4,1.2,338.0,157.51412635062292,3.4037016960385924,0.16262230277061462,17.06393051147461,13,0.025963904336094856,0
mmlu_00103_t1.0,Mill claims that a happy life is one of:,Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.0712142642814275,362.25,164.2272434768361,4.021928094862837,0.19227993488311768,19.548316955566406,17,0.017142659053206444,1
mmlu_00104_t1.0,"In the jury pool available for this week, 30 percent of potential jurors are women. A particular trial requires that, out of a jury of 12, at least three are women. If a jury of 12 is to be selected at random from the pool, what is the probability it meets the requirements of this trial?",STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,345.8,156.4607298973132,3.9841837197546632,0.1944425404071808,24.811668395996094,17,0.04988479241728783,1
mmlu_00105_t1.0,If the money supply increases what happens in the money market (assuming money demand is downward sloping)?,Social Sciences,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,388.55,123.4522073516711,3.2464393446551454,0.13007323443889618,18.292240142822266,11,0.009463376365602016,1
mmlu_00106_t1.0,Statement 1| L2 regularization of linear models tends to make models more sparse than L1 regularization. Statement 2| Residual connections can be found in ResNets and Transformers.,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,407.85,179.90838640819388,2.323219672323966,0.15034720301628113,23.737960815429688,8,0.05006104335188866,1
mmlu_00107_t1.0,The term 'secondary deviation' refers to:,Social Sciences,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.4,1.2409673645990857,396.15,204.55470539686934,3.303701696040035,0.1542252153158188,18.815229415893555,12,0.021840369328856468,1
mmlu_00108_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I tried to spike the lemonade with fentanyl. Scenario 2 | When my son told me he was gay, I rejected him.",Social Sciences,True,False,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,298.15,204.2109877063426,3.9841837197546632,0.2780911326408386,17.907224655151367,17,0.031673137098550797,0
mmlu_00109_t1.0,What was Clarence Darrow's belief about life's meaning?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,469.1,137.04594120221148,4.221928094859951,0.21228770911693573,22.911083221435547,19,0.031374551355838776,1
mmlu_00110_t1.0,"This question refers to the following information.
Read the following excerpt.
Never were talents of the highest genius of the most exalted kind, more profusely bestowed upon a human being. The genius of Napoleon is astounding. All branches of human knowledge seemed alike familiar to his gigantic mind. His conversations at St. Helena, scattered through the numerous and voluminous memorials of those who gleaned them, are replete with intensest interest. During the long agony of his imprisonment and his death, he conversed with perfect freedom upon the events of his marvelous career, and upon all those subjects or morals, politics, and religion, which most deeply concern the welfare of our race. There is no mind which will not be invigorated by familiarity with these profound thoughts, expressed with so much glow of feeling and energy of diction.
—John S. C. Abbott, historian, Napoleon at St. Helena, 1855
Which of the following features of the French empire under Napoleon does Abbott seem most impressed with?",Humanities,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,523.75,178.3417716072149,3.746439344649374,0.17812636494636536,22.114168167114258,15,0.0427144393324852,1
mmlu_00111_t1.0,The ATP store in muscle can only supply energy in high intensity exercise for about:,STEM,True,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.6,1.3564659966250536,369.85,108.09545550114493,3.9219280948642794,0.13564720749855042,17.042001724243164,16,0.005716473329812288,0
mmlu_00112_t1.0,"Social influence occurs when an individual’s attitude, thoughts, feelings, or behaviors are affected by the persuasive effect of others. There are many responses. Which type of social influence represents the Milgram effect?",Social Sciences,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,424.3,180.72827670290005,3.0464393446565885,0.13785432279109955,15.715011596679688,10,0.01713785156607628,0
mmlu_00113_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Upon hearing that her son was captured, I assured her not to worry because the authorities were on the move and would resolve the issue. Scenario 2 | I added hot sauce to my friend's dinner.",Social Sciences,True,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.3,1.0535653752852738,371.05,194.430829602715,4.221928094859951,0.30151453614234924,19.618305206298828,19,0.03205432742834091,1
mmlu_00114_t1.0,"A program that checks spelling works in the following way. A hash table has been defined in which each entry is a Boolean variable initialized to false. A hash function has been applied to each word in the dictionary, and the appropriate entry in the hash table has been set to true. To check the spelling in a document, the hash function is applied to every word in the document, and the appropriate entry in the hash table is examined. Which of the following is (are) correct?
I. true means the word was in the dictionary.
II. false means the word was not in the dictionary.
III. Hash table size should increase with document size.",STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,314.3,206.5657522436863,3.546439344649374,0.25783926248550415,18.703311920166016,15,0.06653138250112534,0
mmlu_00115_t1.0,Polarization is a property of,STEM,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.0,1.4832396974191326,412.3,175.8499644583416,2.39546184422678,0.10791053622961044,18.451671600341797,8,0.009481511078774929,1
mmlu_00116_t1.0,"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,—that compels them to obey laws to which they have never given their consent,—that imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,—are this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
—Susan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was NOT designed to empower the government to regulate the increasing wealth and power of the industrialists in the late nineteenth and early twentieth centuries?",Social Sciences,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,405.1,224.6777470066851,3.8841837197561055,0.2338472157716751,18.375459671020508,16,0.02485516667366028,1
mmlu_00117_t1.0,"In Randall White's view, what do items of personal adornment imply during the Upper Paleolithic period?",Humanities,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.3,1.345362404707371,535.45,141.88321782367356,4.221928094859951,0.23489031195640564,18.646785736083984,19,0.02385178580880165,0
mmlu_00118_t1.0,At which stage in the planning process are the objectives decided on?,Social Sciences,True,False,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.05,1.4654350889752847,299.1,170.86336646572312,3.303701696040035,0.15182235836982727,16.172319412231445,12,0.020293420180678368,0
mmlu_00119_t1.0,"A federal statute extends federal minimum wage requirements to all dry cleaning stores. The statute contains express findings that, when combined, the wages received by dry cleaning workers have a substantial impact on the national economy and on the flow of goods and services in interstate commerce. These findings are supported by information presented to Congress during committee hearings on the legislation. A small dry cleaning store operates exclusively within a community in the center of a geographically large state. It has no customers from outside the state. It employs three workers, each of whom is paid less than the federal minimum wage. Must this dry cleaning store comply with the statute imposing the federal minimum wage requirements on all dry cleaning stores?",Law & Business,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.243985530462473,539.4,238.8609218771459,3.8219280948642798,0.20712833106517792,19.8657283782959,16,0.04910927638411522,1
mmlu_00120_t1.0, Which goddess is worshipped during the festival of Divali?,Humanities,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,363.7,177.03053408946153,3.6414460711438803,0.15669932961463928,17.551286697387695,15,0.012777830474078655,0
mmlu_00121_t1.0,Which of the following is a predictable advantage of expansionary monetary policy in a recession?,Social Sciences,True,False,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.2,1.2884098726725124,461.9,186.2790648462677,3.5841837197589905,0.13393957912921906,14.57396125793457,14,0.008043165318667889,0
mmlu_00122_t1.0,"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,441.2,147.48647395608862,4.121928094861394,0.2127954214811325,22.073402404785156,18,0.016496077179908752,1
mmlu_00123_t1.0,One of the key features for making a differential diagnosis between bulimia nervosa and anorexia nervosa is:,Medicine & Health,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,419.05,180.64619425827934,2.460964047430697,0.14159882068634033,18.827306747436523,9,0.05559631064534187,1
mmlu_00124_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the farm to see the chickens. Scenario 2 | I was playing cartoon movies in front of my kids.",Social Sciences,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,258.35,193.90881233198246,4.221928094859951,0.35138899087905884,21.425207138061523,19,0.04004593938589096,1
mmlu_00125_t1.0,You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.812403840463596,301.0,221.51771938154292,4.121928094861394,0.29282310605049133,20.854408264160156,18,0.04266459867358208,1
mmlu_00126_t1.0,"The price of a share of stock for company XYZ at the beginning of the week was $24.75. Over the next five days, the stock gained $2.50 on Monday, lost $3.25 on Tuesday, lost $0.75 on Wednesday, gained $1.25 on Thursday, and gained $4.75 on Friday. What was the price of the share of stock at the end of Friday?",STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.2439855304624727,182.6,155.15650163625114,3.8464393446479326,0.35729044675827026,22.96891975402832,16,0.08447984606027603,1
mmlu_00127_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | There was no restroom around so I asked the security guard where to find one. Scenario 2 | I added hot sauce to my friend's birthday cake.",Social Sciences,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,370.3,162.07007743565745,4.221928094859951,0.28503260016441345,19.684904098510742,19,0.04057465121150017,1
mmlu_00128_t1.0,"Believing she was pregnant, a woman went to see a doctor, a licensed gynecologist, because she wanted an abortion. The doctor examined her and determined that she was not pregnant, but decided that he would tell her she was, in order to earn his $500 fee. After receiving the $500, the doctor proceeded to have the woman admitted to a hospital by falsely informing the hospital authorities that she had a benign tumor on her uterus, which he was going to remove. He performed all the surgical procedures appropriate for an abortion under adequate hygienic conditions, but the woman began hemorrhaging and died. The doctor should be found guilty of",Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.7,0.9,509.0,147.4513479083864,4.121928094861394,0.17003020644187927,20.319364547729492,18,0.010042835958302021,1
mmlu_00129_t1.0,Mill defines “utility” as:,Humanities,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.3883443376914821,269.65,200.8482698456723,4.221928094859951,0.3153010308742523,19.782760620117188,19,0.0718919187784195,1
mmlu_00130_t1.0,A man stands in an elevator as it begins to ascend. Does the normal force from the floor do work on the man?,STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.8,1.1224972160321824,369.9,159.32793226550078,2.660964047427811,0.1599513292312622,19.45238494873047,11,0.04110556095838547,1
mmlu_00131_t1.0,A musician's ability to make a distinction between two very similar pitches depends on which of the following concepts?,STEM,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.9,1.260952021291849,410.45,203.9466780803257,3.784183719757547,0.18573984503746033,20.475034713745117,15,0.022887084633111954,1
mmlu_00132_t1.0,The tax multiplier increases in magnitude when,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,296.85,222.3286475018458,4.021928094862837,0.24706673622131348,20.016002655029297,17,0.04254256188869476,1
mmlu_00133_t1.0,Which of the following is the most appropriate pricing strategy to use when introducing a new and unique product to the market?,Law & Business,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.3,1.345362404707371,360.2,171.39008139329417,3.208694969545529,0.18476445972919464,16.93820571899414,12,0.060046885162591934,0
mmlu_00134_t1.0,_________ are individual beliefs about desirable behaviours and goals that are stable over time and which influence decision making.,Social Sciences,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.0,1.4832396974191326,381.65,225.34402033335607,3.9841837197546632,0.21796517074108124,18.07439422607422,17,0.039285484701395035,1
mmlu_00135_t1.0,"To determine the average number of children living in single-family homes, a researcher picks a simple random sample of 50 such homes. However, even after one follow-up visit the interviewer is unable to make contact with anyone in 8 of these homes. Concerned about nonresponse bias, the researcher picks another simple random sample and instructs the interviewer to keep trying until contact is made with someone in a total of 50 homes. The average number of children is determined to be 1.73. Is this estimate probably too low or too high?",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,476.55,147.69850202354797,4.221928094859951,0.16536229848861694,22.222698211669922,19,0.007412721402943134,1
mmlu_00136_t1.0,Which of the following best explains why people can digest starch but cannot digest cellulose even though both molecules are composed of glucose monomers?,STEM,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.65,1.4924811556599298,433.4,134.55274058896015,3.9841837197546632,0.14063718914985657,17.797996520996094,17,0.011812079697847366,0
mmlu_00137_t1.0,Identify a solution for the equation 5x − 5 = −10 from the given numbers.,STEM,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.1,1.57797338380595,200.65,119.25111110593477,3.239353872148445,0.18942813575267792,19.130290985107422,13,0.034639570862054825,1
mmlu_00138_t1.0,Applying irrelevant standards to the subject of the argument is the fallacy of,Law & Business,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,431.55,188.43552610906468,4.321928094858508,0.3019241392612457,20.76626205444336,20,0.052525702863931656,1
mmlu_00139_t1.0,"Blue light of wavelength 480 nanometers is most strongly reflected off a thin film of oil on a glass slide when viewed near normal incidence. Assuming that the index of refraction of the oil is 1.2 and that of the glass is 1.6, what is the minimum thickness of the oil film (other than zero) ?",STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.9,1.1357816691600546,327.7,237.97018720839802,4.321928094858508,0.3142938017845154,25.184093475341797,20,0.054556917399168015,1
mmlu_00140_t1.0,"An industrial town with a population of 100,000, is located on the north side of a river. On the south side of the river is situated a rural community with a population of 40,000. For many years, various civic groups have urged that both communities merge into one township with a single governmental body. Independent studies have indicated that such a merger would result in an enormous tax savings to the residents of both municipalities by eliminating the duplication of services. On one previous occasion, proponents of the merger pian succeeded in having the proposal appear as an election referendum in each community. Although the merger referendum passed in the industrial town by a sizable margin, the voters of the rural community rejected the measure, fearing the combined government would be dominated and controlled by its neighbor's larger representation. In order to alleviate the concern of the rural community's voters regarding under representation in a merged governmental system, the respective city councils of both municipalities appointed a steering committee to formulate a new proposal. Accordingly, the steering committee devised a merger scheme wherein the city council of the united city, would consist of eight members. Within this proposed new system of government, each former municipality would be divided into four districts. With respect to the industrial town, each district would consist of 25,000 persons and each would have one elected city council member. By the same token, the rural community would be divided into four elective districts, each containing 10,000 residents. One city council member would be elected from each of these districts as well. The mayor would be elected at large by a popular vote of all residents in the newly created eight districts. Before this merger proposal was placed on the ballot, the state attorney general issued an advisory opinion stating that the measure did not, in her opinion, violate any statutory or constitutional provisions. Thereafter, the proposal was placed on the ballot and was overwhelmingly passed by the voters in both municipalities. After the election, but before the merger had officially been carried out, two taxpayers from the industrial town initiated suit to enjoin the unification, attacking the constitutionality of the disproportionate representative districts. Which of the following represents the plaintiffs' strongest constitutional argument in support of their action?",Law & Business,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,683.95,79.66271085018386,4.321928094858508,0.24288348853588104,20.537357330322266,20,0.011186710558831692,1
mmlu_00141_t1.0,Which of the following describes the fallacy of appeal to popularity?,Humanities,True,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.35,1.3143439428094914,370.8,162.47110512334186,2.119973094011876,0.11301109939813614,15.487408638000488,7,0.018259361386299133,0
mmlu_00142_t1.0,Mutations that cause achondroplasia exert an effect which can be classified as:,Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.284523257866513,417.6,195.20973336388738,3.7219280948657207,0.19303688406944275,21.18463897705078,15,0.058176189661026,1
mmlu_00143_t1.0,You are told that the cross-price elasticity between goods X and Y is +2.0. This means that,Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,451.7,172.54393643359364,3.1841837197633187,0.1348060816526413,22.152082443237305,11,0.008577968925237656,1
mmlu_00144_t1.0,"A 15-year-old boy is brought to the office by his mother because he has been tired and irritable for the past 3 months. He is a high school freshman and a member of the track team. He reports that his symptoms began shortly after starting spring training. He practices sprints 5 nights a week and runs 2 to 5 miles several days a week in addition to leg training with weights. He admits to being tired and says the training is becoming more intense and that he is a little concerned about his ability to continue on the team. His appetite has been unchanged. Medical history is unremarkable and he takes no medications. He has been your patient for the past 3 years. He seems more sullen than you remember from previous visits. You ask his mother to leave the examining room while you complete the physical examination. After she leaves the room, he admits that he is worried about some lumps in his groin. It is most appropriate to obtain additional history regarding which of the following?",Medicine & Health,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.25,1.2196310917650468,596.35,114.72413651886859,4.321928094858508,0.2521587014198303,21.761171340942383,20,0.022327760234475136,1
mmlu_00145_t1.0,Which of the following is classified as a conjugate acid-base pair?,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,298.35,141.32596187537519,4.021928094862837,0.15390661358833313,21.271312713623047,17,0.008003739640116692,1
mmlu_00146_t1.0,"According to Rosenau, which factor is important to consider in explaining the foreign policy behavior of the United States?",Social Sciences,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.45,1.0712142642814275,482.95,206.60965006504415,3.784183719757547,0.16927747428417206,19.136985778808594,15,0.028832651674747467,1
mmlu_00147_t1.0,What does Dworkin mean by the 'semantic sting'?,Law & Business,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.15,1.0136567466356647,411.65,190.67177950604017,3.6414460711438803,0.2028498351573944,20.339679718017578,15,0.06917042285203934,1
mmlu_00148_t1.0,When consulting with a colleague about a “therapeutic impasse” you are having with a therapy client:,Medicine & Health,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,397.0,236.45020617457706,4.221928094859951,0.23199288547039032,17.6243839263916,19,0.0467044822871685,1
mmlu_00149_t1.0,"If the mean rate of oxygen consumption of a male athlete during a training session is 2 l/min, then his rate of energy expenditure is approximately:",STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,310.9,155.86112408166446,3.9219280948628366,0.21345075964927673,22.30685806274414,17,0.0630030408501625,1
mmlu_00150_t1.0,"A 25-year-old man is brought to the emergency department after being discovered semiconscious and incoherent at home. On arrival, he is stuporous. His blood pressure is 105/70 mm Hg, pulse is 80/min, and respirations are 12/min. Examination shows cool, damp skin. The pupils are pinpoint and react sluggishly to light. Which of the following is the most likely substance taken?",Medicine & Health,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.85,1.6209565077447328,441.1,202.41415464339443,3.9841837197546632,0.22323128581047058,20.607547760009766,17,0.024131184443831444,1
mmlu_00151_t1.0,"In American government, the power to declare war rests with",Law & Business,True,False,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15000000000000002,4.55,1.0712142642814275,313.7,154.41797175199522,3.346439344653702,0.17248283326625824,15.098386764526367,12,0.04998211935162544,0
mmlu_00152_t1.0, Which of the following is an example of a vice of character?,Humanities,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.7,1.6155494421403511,386.2,197.6151816030337,3.003701696042921,0.1624961942434311,16.350988388061523,10,0.03456808999180794,0
mmlu_00153_t1.0,"On September 1, a manufacturer of portable drinking fountains mailed to a drinking fountain retailer a signed offer that stated: ""Have 200 drinking fountains available at $100 each for October delivery. Be advised that this offer will remain open until October 1. ""On September 30, the retailer mailed the following letter, which was received by the manufacturer on October 1: ""Your offer is hereby accepted, but request delivery of 100 drinking fountains in October and 100 in November. ""However, on September 29, the manufacturer sent a fax to the retailer revoking its offer, which was received the same day. This revocation is",Law & Business,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,466.75,197.6810246331195,4.321928094858508,0.2255202978849411,20.178556442260742,20,0.027418803423643112,1
mmlu_00154_t1.0,"In which one of the following circumstances will the prevalence of a disease in the population increase, all else being constant?
",Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.3,1.3076696830622019,358.55,198.5752942840574,3.8841837197561055,0.21347279846668243,19.157175064086914,16,0.0462397038936615,1
mmlu_00155_t1.0,"Long was a purchasing agent for Frost, a sole proprietor. Long had express authority to place purchase orders with Frost's suppliers. Long conducted business on the Internet and had little contact with Frost. After Frost was declared incompetent in a judicial proceeding, Long placed an order with Grant Corp. on Frost's behalf. Both Long and Grant were unaware of Frost's incompetence. Will Frost or Frost's legal representative be liable to Grant?",Law & Business,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.2439855304624727,548.95,164.568367252033,3.784183719757547,0.1671873778104782,19.131855010986328,15,0.01466419082134962,1
mmlu_00156_t1.0,Which of the following statements is false?,Law & Business,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,413.9,175.78023210816394,4.321928094858508,0.290985643863678,20.529071807861328,20,0.035971749573946,1
mmlu_00157_t1.0,Which of the following would increase the rate at which a gas diffuses between the alveoli of the lung and the blood within a pulmonary capillary?,Medicine & Health,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.35,1.6815171720800235,401.25,232.14712468604904,3.541446071145323,0.24180296063423157,18.90475082397461,14,0.06746875494718552,0
mmlu_00158_t1.0,What day of a typical 28-day menstrual cycle is a woman likely to ovulate?,Medicine & Health,True,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.5,1.6881943016134133,310.15,164.70891748779115,3.9219280948628366,0.15883299708366394,19.845195770263672,17,0.01016357634216547,0
mmlu_00159_t1.0,"A firm's inventory turnover (IT) is 5 times on a cost of goods sold (COGS) of $800,000. If the IT is improved to 8 times while the COGS remains the same, a substantial amount of funds is released from or additionally invested in inventory. In fact,",STEM,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,0.7000000000000001,373.45,143.28589428132832,4.221928094859951,0.18193985521793365,21.950069427490234,19,0.013055892661213875,1
mmlu_00160_t1.0,"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,267.4,157.5656688495308,3.8841837197561055,0.17008718848228455,24.693662643432617,16,0.0266861692070961,1
mmlu_00161_t1.0,"A mother took her five-year-old child to a hospital emergency room for treatment. A doctor on the hospital staff molested the child while treating her. At the time, no one was in the treatment room except the doctor and the child; the mother had left the room to get a cup of coffee. Two weeks later, when the child told her mother what had occurred in the treatment room, the mother suffered severe emotional distress that caused her to become physically ill. In an action against the doctor by the mother on her own behalf to recover for intentional infliction of emotional distress, is the mother likely to prevail?",Law & Business,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.7664854858377946,605.05,129.9863358203469,3.5841837197604334,0.1411411315202713,19.90269660949707,13,0.008502301760017872,1
mmlu_00162_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My mom asked me to deep clean the bath so I covered it in bleach. Scenario 2 | For the funeral, I wore my clown costume to honor the dead.",Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,338.45,154.40578842776588,4.221928094859951,0.2644325792789459,21.31405258178711,19,0.044914763420820236,1
mmlu_00163_t1.0,Noradrenaline is the neurotransmitter between which of the two structures below?,Medicine & Health,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.7,1.1874342087037917,319.45,203.4604322712404,4.08418371975322,0.27953165769577026,21.101728439331055,18,0.06941506266593933,1
mmlu_00164_t1.0,"While visiting a museum, you study a statue by walking around it and examining it from many different places in the room. The retinal images of the statue change, but you do not perceive these changes because of",STEM,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.5256146302392357,457.95,194.59611378442273,4.321928094858508,0.2601547837257385,20.82443618774414,20,0.04904404655098915,1
mmlu_00165_t1.0,"In people, rods, unlike cones,",STEM,True,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.65,1.4924811556599298,399.45,204.33562464729442,3.6219280948671635,0.19587630033493042,17.239473342895508,14,0.047259967774152756,0
mmlu_00166_t1.0,What are characteristics of a programmed decision?,Social Sciences,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.35,1.388344337691482,372.95,210.2575741798616,3.6464393446508168,0.152692511677742,16.465513229370117,14,0.009403261356055737,0
mmlu_00167_t1.0,Hobbes claims that all of the laws of nature can be summarized in the precept:,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,398.35,192.0815647062466,4.321928094858508,0.27685075998306274,21.530763626098633,20,0.035044725984334946,1
